NPAID,Name,m/z,CCS,Adduct
NPA015336,Not named,637.431,246.24644,M+H
NPA015337,Kurstakin 2,892.4887,290.5698,M+H
NPA015338,"UK-78,624",671.379,261.87616,M+H
NPA015339,Andrimid,480.2493,225.0358,M+H
NPA015340,Interfungin B,423.1075,201.282,M+H
NPA015341,Oxopropaline A,417.1657,201.8043,M+H
NPA015342,Speradine F,415.15,196.20596,M+H
NPA015343,"10-Hydroxydeca-trans-2,trans-8-dien-4,6-diinsaeuremethylester",191.0703,140.23302,M+H
NPA015344,Trichurusin G,449.2534,208.05362,M+H
NPA015345,XR-330,335.139,190.37743,M+H
NPA015346,"10,11-epoxyguaian-10-ol",239.2006,153.45213,M+H
NPA015347,(+)-chizhine D,293.1384,165.20082,M+H
NPA015348,Chalybaeizanic acid,387.0347,179.20975,M+H
NPA015349,Antimycin A8b,535.265,227.01994,M+H
NPA015350,Allocyathin B2,301.2162,177.12325,M+H
NPA015351,Subtulene A,1055.552,316.83157,M+H
NPA015352,Pre-sclerotiotide F,407.2289,200.4496,M+H
NPA015354,Gerronemin D,413.2687,198.2288,M+H
NPA015355,Not named,689.4471,244.4873,M+H
NPA015356,Xylarinol A,177.0546,138.05934,M+H
NPA015357,MS-282b,636.4834,257.21933,M+H
NPA015358,Saliniquinone C,441.0736,200.68126,M+H
NPA015359,(4S)-(+)-Ascochin,235.0601,152.73576,M+H
NPA015360,WB-3559 D,655.5256,263.11392,M+H
NPA015361,20(21)-dehydrolucidenic acid A,457.2585,213.8749,M+H
NPA015362,Micropeptin GH979,980.4975,295.2888,M+H
NPA015364,JBIR-110,395.1635,194.57362,M+H
NPA015365,"7‐(1,2‐dihydroxy‐1‐methylethyl)‐4‐methylazulene‐1‐carbaldehyde",245.1172,157.07391,M+H
NPA015366,"Deacetyl-19,20-epoxy-cytochalasin C",482.2537,220.14839,M+H
NPA015367,"6,8-Dihydroxy-1-methoxy-3-methylanthraquinone",285.0758,170.58696,M+H
NPA015368,Hypocrenone B,275.1278,162.9264,M+H
NPA015369,Lobosamide B,484.3058,215.161,M+H
NPA015370,Metatacarboline E,453.1769,197.29233,M+H
NPA015371,Azanigerone F,293.102,168.44633,M+H
NPA015372,Pheofungin A,328.0638,177.30818,M+H
NPA015373,Gypsetin,541.281,217.94542,M+H
NPA015374,Cryptophycin-326,675.2235,258.22424,M+H
NPA015375,Not named,637.431,258.68454,M+H
NPA015376,Chartarlactam L,767.4266,278.9586,M+H
NPA015377,Yukonin,275.1278,166.76944,M+H
NPA015378,SPF-5506-A4,1444.9138,375.57718,M+H
NPA015379,Trichodecenin-II,752.5281,273.06342,M+H
NPA015380,Phenaziterpene A,349.1911,187.39407,M+H
NPA015381,3-β-acetyl-2-α-(3'-hydroxy-3'-methyl)glutarylcrustulinol,693.4209,257.21426,M+H
NPA015382,Antimycin B2,531.1973,207.35648,M+H
NPA015383,Enniatin O1,670.4637,256.63358,M+H
NPA015384,Demethylallosamidin,609.2614,222.05807,M+H
NPA015385,PI-220,387.1802,197.22748,M+H
NPA015386,Hyalachelin C,605.2242,233.02956,M+H
NPA015387,Bendigole B,357.2424,197.71654,M+H
NPA015388,Not named,291.1227,175.27942,M+H
NPA015389,Apteniol A,315.1227,170.04475,M+H
NPA015390,Aspochalasin R,432.2745,215.02483,M+H
NPA015391,Indolmycin,258.1237,162.28696,M+H
NPA015392,Dysidphenol A,373.2374,191.14122,M+H
NPA015393,Isoevernin aldehyde,167.0703,134.96071,M+H
NPA015394,Oximidine II,425.1707,199.4105,M+H
NPA015395,Purpurquinone B,433.1129,194.53009,M+H
NPA015396,Armochaetoglobin Q,512.2908,218.83421,M+H
NPA015397,Cytochalasin L,548.2643,233.69868,M+H
NPA015398,Geumsanol D,395.2065,191.42885,M+H
NPA015399,(cis)-Emodin-physcion bianthrone,525.1544,231.49074,M+H
NPA015400,Sclerotinin B,239.0914,153.89923,M+H
NPA015401,Verticillin B,713.0975,237.1263,M+H
NPA015402,Pseudoanguillosporin A,279.1955,176.87282,M+H
NPA015403,Tryptoquivaline,547.2187,220.96576,M+H
NPA015404,Grincamycin B,939.4009,293.88223,M+H
NPA015405,Cerexin-D4,1376.7573,379.11957,M+H
NPA015406,Isocyathisterol,411.3258,210.06651,M+H
NPA015407,Chlorovulone III,381.1827,191.62697,M+H
NPA015408,Versicoloritide A,560.2868,240.4847,M+H
NPA015409,O-methylcurvulinic acid,225.0758,151.8558,M+H
NPA015410,(cyano(hydroxy)methyl)phosphonic acid,137.9951,129.26765,M+H
NPA015411,"ethyl 2,4-dihydroxy-6-(8'-hydroxynonyl)benzoate",325.201,186.39972,M+H
NPA015412,Sequoiatone A,403.2115,210.767,M+H
NPA015413,JBIR-48,365.186,188.60902,M+H
NPA015414,Vibrindole A,261.1386,162.25453,M+H
NPA015415,3-(2-formyl-3-hydroxyphenyl)propionic acid,195.0652,142.30614,M+H
NPA015416,Phomopside B,331.0813,178.00757,M+H
NPA015417,Taurolipid B,540.3201,226.3657,M+H
NPA015418,Pinophilin C,415.1388,194.2024,M+H
NPA015419,Sacchathridine A,437.1555,200.09023,M+H
NPA015420,"(32R,33R,34R)-bacteriohopanetetrol",547.4721,231.16273,M+H
NPA015421,Soudanone G,323.1489,174.89337,M+H
NPA015422,Notoamide P,544.1442,216.67976,M+H
NPA015423,Endophenazine F,377.186,187.87746,M+H
NPA015424,Violapyrone F,241.1435,158.80795,M+H
NPA015425,Sanglifehrin C,1104.6843,331.06424,M+H
NPA015426,Epicoccarine A,386.2326,202.6309,M+H
NPA015427,Pyrrolizixenamide C,265.1911,167.6309,M+H
NPA015428,Topopyrone B,373.011,180.83813,M+H
NPA015429,"(Heptadeca-8,11-dienyl)-3,6-dihydroxy-1,4-benzoquinone",375.253,200.10406,M+H
NPA015430,Xylapyrone F,185.0809,135.50923,M+H
NPA015431,Stemphyltoxin I,367.0813,195.019,M+H
NPA015432,Pestalafuranone J,195.1016,144.192,M+H
NPA015433,Dragonamide B,606.4589,249.49902,M+H
NPA015434,"(7S,11S,12S,14R)-4',14-dimethoxyamentol",471.3105,216.89284,M+H
NPA015435,7a-Hydroxypaxilline,452.2432,214.16316,M+H
NPA015436,Ushikulide B,709.4885,270.0038,M+H
NPA015437,Islandoquinone,499.0871,203.79196,M+H
NPA015438,Anithiactin C,235.0536,145.6742,M+H
NPA015439,Cotteslosin A,636.3392,243.6973,M+H
NPA015440,2-[2-formyl-5-(methoxymethyl)-1H-pyrrol-1-yl]acetic acid,200.0918,140.73543,M+H
NPA015441,Orirubenone B,307.1176,173.43849,M+H
NPA015442,Setosol,277.1071,164.35321,M+H
NPA015443,Ustusolate A,391.2479,196.84996,M+H
NPA015444,Neolymphostinol B,313.1295,175.27623,M+H
NPA015445,Arugosin G,493.2585,219.28697,M+H
NPA015446,Cordycepin,252.1091,157.5899,M+H
NPA015447,Kutzneride 2,888.25,268.3195,M+H
NPA015448,Fumonisin C3,692.3852,255.0916,M+H
NPA015449,Iso-α-cyclopiazonic acid,337.1547,193.30695,M+H
NPA015450,Asperfumigatin,498.2235,219.49739,M+H
NPA015451,Colletoic acid,253.1798,162.3826,M+H
NPA015452,"3R,5S-Sonnerlactone",267.1227,159.2834,M+H
NPA015453,Saprolmycin A,707.2335,244.62346,M+H
NPA015454,Micropeptin HU1021,1022.3805,290.36386,M+H
NPA015456,Pleosporallin C,363.253,197.89473,M+H
NPA015457,"2,3-dihydro-5-hydroxy-2-methyl-4H-1-benzopyran-4-one",179.0703,136.08684,M+H
NPA015458,Peniciginseng B,313.2374,184.17233,M+H
NPA015459,Virescenoside N,499.2902,209.28139,M+H
NPA015460,Pestaloficiol W,195.0652,145.20245,M+H
NPA015461,Rhombitriol,255.1955,164.65709,M+H
NPA015462,Fiscalin A,474.2136,220.50919,M+H
NPA015463,Catacerebroside B,844.6872,299.28647,M+H
NPA015464,Chloro-orienticin C,1286.3847,357.0129,M+H
NPA015465,Actinomycin Y3,1287.5892,341.55774,M+H
NPA015466,Cylindrol A1,431.2428,209.82323,M+H
NPA015467,WF 3681,249.0758,153.28496,M+H
NPA015468,Chattamycin A,691.2597,254.89632,M+H
NPA015469,Saprolmycin C,707.2335,250.27441,M+H
NPA015470,(-)-7-methoxydodec-4(E)-enoic acid,229.1798,157.15144,M+H
NPA015471,Botryolide A,215.0914,158.21877,M+H
NPA015472,Respinomycin D,1063.4493,311.9774,M+H
NPA015473,N-Acetyltryptophan,247.1077,154.49547,M+H
NPA015474,Microginin 680,681.2453,247.79756,M+H
NPA015475,Dhilirolide G,473.217,208.86664,M+H
NPA015476,Cordycepol B,239.2006,157.15163,M+H
NPA015477,Duclauxamide A1,558.1395,226.05473,M+H
NPA015478,Kalimantacin A,549.3535,237.4927,M+H
NPA015479,Alternaroside A,768.562,273.77945,M+H
NPA015480,"Seco-Dihydropyrenophorin-1,4-lactone",315.1802,174.38037,M+H
NPA015481,8-hydroxy-6-methoxy-3-methylisocoumarin,207.0652,143.99596,M+H
NPA015482,Roseolide A,725.4259,250.10738,M+H
NPA015483,"(2Z,6S)-3-chloromethyl-6-methoxylocta-2,7(10)-dien-1-ol",219.1147,147.09547,M+H
NPA015484,Halichomycin,540.3684,237.63686,M+H
NPA015485,Erythrolic acid C,417.2272,194.97893,M+H
NPA015486,Dothiorelone F,325.201,187.08527,M+H
NPA015487,"16,18-dibromo-(15E,17Z)-octadeca-15,17-diene-5,7-diynoic acid methyl ester",429.006,170.22466,M+H
NPA015488,"3,5-Dihydro-3alpha-hydroxy ML-236C",309.2061,176.45702,M+H
NPA015489,Respinomycin B,702.2757,263.20035,M+H
NPA015490,Cyclo(D-Arg-L-Pro),254.1612,159.34972,M+H
NPA015491,Repraesentin E,281.1384,170.91298,M+H
NPA015492,3-hydroxy-N-(1-hydroxy-4-methylpentan-2-yl)-5-oxohexanamide,246.17,168.1744,M+H
NPA015493,"4,5-Dihydroxy-3-methyl-cyclohex-2-enone",143.0703,132.86807,M+H
NPA015494,Brevianamide U,382.1762,190.60048,M+H
NPA015495,Disorazole-B4,761.3644,266.90256,M+H
NPA015496,Monapinone D,407.1701,192.65054,M+H
NPA015497,Ganoderic acid E,513.2847,223.6844,M+H
NPA015498,Pseurotin A1,432.1653,198.3179,M+H
NPA015499,Cephaibol B,1684.9673,423.80356,M+H
NPA015500,Glucolipsin A,917.656,301.83868,M+H
NPA015501,Rhytidenone F,321.1122,180.44139,M+H
NPA015502,Serinocyclin A,673.3152,253.67953,M+H
NPA015503,Neolymphostin A,339.1452,188.49002,M+H
NPA015504,Isokotanin A,439.1388,205.47273,M+H
NPA015505,Cochlioquinone E,489.2847,214.09113,M+H
NPA015506,Not named,189.0546,137.31407,M+H
NPA015507,Penicitrinol M,349.1646,180.12721,M+H
NPA015508,18-Desmethyl-vicenistatin,487.3531,223.8635,M+H
NPA015509,Pseudohalonectrin B,261.1485,169.05235,M+H
NPA015510,Oblongolide N,253.1435,159.80518,M+H
NPA015511,Colletomellein A,295.154,170.94511,M+H
NPA015512,15-chlorotajixanthone hydrate,459.1569,212.92401,M+H
NPA015513,Wailupemycin B,385.1282,192.52605,M+H
NPA015514,Dichomitol,253.1798,163.24026,M+H
NPA015515,Cryptophycin-28,625.2675,247.32341,M+H
NPA015516,12-α-hydroxy-epi-cochlioquinone D,487.2691,214.48404,M+H
NPA015517,Cytosporin G,397.2221,203.08795,M+H
NPA015518,Molybdopterin,396.0196,175.65572,M+H
NPA015519,DeltaPLH,349.1659,190.13625,M+H
NPA015520,Ustusorane F,265.1435,163.56316,M+H
NPA015521,Micropeptin SF909,910.4557,285.55106,M+H
NPA015522,Fluostatin D,395.1126,194.80014,M+H
NPA015523,JBIR-24,389.1595,198.85533,M+H
NPA015524,Citreoviral,215.1278,151.74849,M+H
NPA015525,Mathemycin A,1397.9243,356.65442,M+H
NPA015526,Prenxanthone,341.1384,178.64015,M+H
NPA015527,Arborcandin A,1256.7461,362.28842,M+H
NPA015528,UCT1072M2,369.0969,188.08606,M+H
NPA015529,Amauromine,509.2911,220.41661,M+H
NPA015530,Beauvericin F,798.4324,272.24622,M+H
NPA015531,Bisacremine C,385.2374,191.25673,M+H
NPA015532,Phenopyrrozin,216.1019,151.2162,M+H
NPA015533,10-formamido-kalihinol F,402.2751,196.47533,M+H
NPA015534,Itralamide A,769.3453,257.12628,M+H
NPA015535,Annulostygilactone,465.4666,224.00386,M+H
NPA015536,Erinacine K,495.2953,220.02333,M+H
NPA015537,Erythro-23-O-methylneocyclocitrinol,415.2843,212.84822,M+H
NPA015538,JBIR-91,758.3383,266.26498,M+H
NPA015539,Aquachelin J,1037.4997,321.28806,M+H
NPA015540,Trienediol,155.1067,136.5801,M+H
NPA015541,FR252921,501.3323,222.14267,M+H
NPA015542,Judeol,419.2065,199.37708,M+H
NPA015543,Spirohexenolide A,409.201,218.0326,M+H
NPA015544,Hebelophyllene G,299.1853,177.9868,M+H
NPA015545,3-demethyl-3-(2-hydroxypropyl)-skyrin,583.1235,227.84172,M+H
NPA015546,Malevamide D,733.511,263.91092,M+H
NPA015547,Wentiquinone A,301.0707,174.17708,M+H
NPA015548,Gifhornenolone B,319.2268,176.5434,M+H
NPA015549,Falconensin I,401.1595,197.2276,M+H
NPA015550,GL2a,959.6666,316.21182,M+H
NPA015551,Helioferin A,1121.7908,347.32846,M+H
NPA015552,Shengjimycin B1,969.5894,309.16428,M+H
NPA015553,SF2809-III,349.1547,177.57997,M+H
NPA015554,Pestalafuranone D,195.1016,156.72873,M+H
NPA015555,"(2Z,4E)-(1'S,3'R)-3′-hydroxy-γ-ionylideneacetic acid",251.1642,176.26805,M+H
NPA015556,Thiazinotrienomycin A,708.3313,261.11655,M+H
NPA015557,JBIR-69,336.1112,179.84425,M+H
NPA015558,Varioxiranol F,689.332,270.64688,M+H
NPA015559,Neosarcodonin A,349.2374,184.14516,M+H
NPA015560,Thielavin N,539.1912,223.98909,M+H
NPA015561,Cryptosphaerolide,467.3004,215.74283,M+H
NPA015562,Speciosin F,227.0914,157.66408,M+H
NPA015563,Spiromassaritone,225.0758,153.0985,M+H
NPA015564,Bamylocin A,1022.657,336.7778,M+H
NPA015565,Mollemycin A,1301.661,330.75015,M+H
NPA015566,"(3Z,6S)-3-benzylidene-6-(2S-but-2-yl)piperazine-2,5-dione",259.1441,163.7624,M+H
NPA015567,Apratoxin F,828.494,281.3936,M+H
NPA015568,ECO-0501,837.5008,287.88004,M+H
NPA015569,3-methoxy-2-methyl-4-pyrone,141.0546,128.85564,M+H
NPA015570,Micropeptin MZ939B,940.4445,295.32355,M+H
NPA015571,Cylindrocarpol,391.2479,185.3396,M+H
NPA015572,AM-4299-A,331.1864,187.94646,M+H
NPA015573,"rel‐(8S,19S)‐19,20‐dihydro‐9,19,20‐trihydroxy‐8‐methoxy‐9‐epi‐fumitremorgin C",460.2079,210.306,M+H
NPA015574,Penostatin A,345.2424,198.49129,M+H
NPA015575,Hypocrellol D,517.3888,225.33456,M+H
NPA015576,Lystabactin B,826.3578,273.4116,M+H
NPA015578,Pichiacin B,209.1172,147.24863,M+H
NPA015579,Chetracin B,761.0645,232.8125,M+H
NPA015580,Alterperylnol,351.0863,184.28133,M+H
NPA015581,Preussiafuran A,345.0969,179.00749,M+H
NPA015583,Expansol A,479.2792,216.85121,M+H
NPA015584,SMA-76a,325.0707,175.18263,M+H
NPA015585,Erythromycin B,718.4736,254.95439,M+H
NPA015586,Dragonamide A,654.4589,252.25923,M+H
NPA015587,18α-Oleanane,413.4142,211.6065,M+H
NPA015588,Sulphureuine F,253.1798,162.86961,M+H
NPA015589,Marinoquinoline B,225.1386,157.04688,M+H
NPA015590,Parmosidone B,363.0711,177.51593,M+H
NPA015591,GR135402,601.3371,243.26653,M+H
NPA015592,"(10S,12S)‐10‐hydroxy‐12‐methyloxacyclododecane‐2,5‐dione",229.1435,156.81459,M+H
NPA015593,P371A2,1049.4337,312.14944,M+H
NPA015594,Ergocladinine,594.2745,234.96643,M+H
NPA015596,Geomycin C,661.1552,242.70985,M+H
NPA015597,Not named,477.3939,223.00844,M+H
NPA015598,Nambinone C,251.1642,170.68202,M+H
NPA015599,Hirsutellone D,460.2483,221.6855,M+H
NPA015600,Bostrycin,337.0918,177.82639,M+H
NPA015601,Xylaric acid C,345.1908,188.84816,M+H
NPA015602,Tenuazonic acid,198.1125,152.39317,M+H
NPA015603,Not named,330.1336,175.75288,M+H
NPA015604,2-methylfervenulone,224.0778,149.69594,M+H
NPA015605,Alterporriol O,639.1709,238.11534,M+H
NPA015606,Decaspirone F,339.1227,179.90308,M+H
NPA015607,Not named,241.1071,156.71715,M+H
NPA015608,11(R)-hydroxymonocerin,325.1282,189.49129,M+H
NPA015609,MC-WL,1025.5343,321.08948,M+H
NPA015610,Nannozinone B,267.1128,162.75172,M+H
NPA015611,Tanzawaic acid J,307.1904,182.83156,M+H
NPA015612,Curtisin,315.0434,167.05783,M+H
NPA015613,6-hydroxy- 1H-indole-3-acetamide,191.0815,143.34663,M+H
NPA015614,(−)-phenylethyl-8-O-α-L-rhamnopyranoside,269.1384,162.2494,M+H
NPA015615,Indocarbazostatin D,513.1405,220.95204,M+H
NPA015616,Parmoether B,555.1497,218.63751,M+H
NPA015617,Sambutoxin,454.2952,222.47264,M+H
NPA015618,Ustilipid E1,663.395,244.348,M+H
NPA015619,Flavicerebroside A,756.5984,281.9378,M+H
NPA015620,"3-hydroxy-1-keto-3-methyl-8-methoxy-1,2,3, 4-tetrahydro-benz[α]anthracene",307.1329,183.39098,M+H
NPA015621,Asperic acid,285.2061,177.68758,M+H
NPA015622,Endophenazine A,293.1285,168.65327,M+H
NPA015623,LL-BMgamma2,894.4428,287.0565,M+H
NPA015624,Shengjimycin A2β,969.5894,308.98184,M+H
NPA015625,Cytosporone K,337.1646,181.74333,M+H
NPA015626,"(2E)-11-(4-aminophenyl)-5,9-dihydroxy-4,6,8-trimethyl-11-oxo-undec-2-enoic acid",364.2119,190.28532,M+H
NPA015627,(-)-Phenylahistin,351.1816,189.55988,M+H
NPA015628,Archazolid B,725.4194,274.2513,M+H
NPA015629,JBIR-15,419.2653,212.80247,M+H
NPA015630,Anthcolorin F,524.3735,232.18358,M+H
NPA015631,15-O-Acetylganolucidate A,543.3317,238.34431,M+H
NPA015632,Astraeusin J,471.3833,224.96167,M+H
NPA015633,3β-(2-methoxyoxalyloxy)-15α-ahydroxy-24-methylene-5α-lanost-8-en-21-oic acid,573.3786,233.08154,M+H
NPA015634,2-[methyl-(3-phenylpropionyl)lamino]-benzoic acid,284.1281,162.79994,M+H
NPA015635,Not named,543.4408,231.7416,M+H
NPA015636,Rhamnosyllactone B2,331.1388,186.74905,M+H
NPA015637,Stevastelin B3,656.4481,255.86488,M+H
NPA015638,Caeruleoramularin,527.1337,221.41183,M+H
NPA015639,Sporidesmin E,506.0276,214.3343,M+H
NPA015640,Saprolmycin D,823.3172,261.16428,M+H
NPA015642,Amycofuran,365.1595,193.944,M+H
NPA015643,Not named,274.0025,154.6212,M+H
NPA015644,Tetradecene,197.2264,158.4614,M+H
NPA015645,Xeromphalinone D,251.1642,162.42848,M+H
NPA015646,Austalide B,475.2327,221.63802,M+H
NPA015647,Cardinalin 10,597.2331,236.67833,M+H
NPA015648,Okilactomycin,417.2272,207.8409,M+H
NPA015649,Polymyxin Ile-E8,1183.7885,347.17215,M+H
NPA015650,"Dimethyl 2,3-dimethylosoate",377.1231,186.9606,M+H
NPA015651,Carbonarone A,230.0812,155.25278,M+H
NPA015652,4-O-Methylphysodic acid,485.217,224.09564,M+H
NPA015653,"2-(furan-2-yl)-6-(2S,3S,4-trihydroxybutyl)pyrazine",251.1027,162.06151,M+H
NPA015654,Pseudoanguillosporin C,323.1853,187.36763,M+H
NPA015655,"9a-Hydroxy-1,8(14),15-isopimaratrien-3,11-dione",315.1955,179.01622,M+H
NPA015656,Speciosin T,197.1172,149.70439,M+H
NPA015657,Xylariol A,211.0965,149.10548,M+H
NPA015658,"22E, 24R‐ergosta‐7,22‐diene‐3β,5α‐diol‐6β‐inoleate",693.5817,261.3267,M+H
NPA015659,Diaporthein A,367.2115,172.00728,M+H
NPA015660,(-)-homoseongomycin,468.1112,204.22688,M+H
NPA007656,Phyllostictine B,298.1649,181.5261,M+H
NPA015661,Phaeosphaeride A,298.1649,181.5261,M+H
NPA015662,"6,8-dimethoxy-3-(2'-oxo-propyl)-coumarin",263.0914,158.53175,M+H
NPA015663,Botrytinone,159.0652,135.36955,M+H
NPA015664,Acremine R,209.1172,150.23244,M+H
NPA015665,Cispentacin,130.0863,130.79642,M+H
NPA015666,8-methoxy-1-naphthalenol-6-O-α-D-ribofuranoside,323.1126,172.28532,M+H
NPA015667,Paecilin C,639.1709,254.59334,M+H
NPA015668,Lajollamycin A,688.3804,256.7066,M+H
NPA015669,Streptokordin,152.0706,133.41649,M+H
NPA015670,Ilanenoid,363.1802,190.0319,M+H
NPA015671,Neopestalotin D,446.2537,214.1011,M+H
NPA015672,5aTHQ-10i,274.2529,169.35689,M+H
NPA015673,Streptothricin C acid,905.5527,279.1116,M+H
NPA015674,"(-)-(R)-8-(3S,9S,14aR)-9-benzyl-6,6-dimethyl-1,4,7,10-tetraoxotetradecahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecin-3-yl-3-oxooctan-2-yl acetate",571.3126,233.49078,M+H
NPA015675,Ferrocin A,1223.548,334.3737,M+H
NPA015676,Migracin A,495.2589,226.91216,M+H
NPA015677,Bequinostatin D,443.1489,209.94884,M+H
NPA015679,Russuphelin A,490.9617,204.11758,M+H
NPA015680,Aspergillusone B,337.0918,175.85869,M+H
NPA015681,Versiconol,361.0918,177.3538,M+H
NPA015682,Ochratoxin B,370.1285,182.99944,M+H
NPA015683,2-Ethanolamine-3H-phenoxazin-3-one,257.0921,162.97722,M+H
NPA015684,Beauverolide-La,516.3432,228.01698,M+H
NPA015685,"10,11-epoxycurvularin",307.1176,174.04413,M+H
NPA015686,Caruilignan D,281.102,164.3371,M+H
NPA015687,Pygmeine,254.1136,158.7169,M+H
NPA015688,"20-Nor-3alpha-acetoxy-12-hydroxy-abieta-5,7,9,11,13-pentaene",327.1955,190.8959,M+H
NPA015689,Rezishanone B,349.201,199.68562,M+H
NPA015690,Agistatin D,211.0965,147.11076,M+H
NPA015691,Stachybisbin A,385.201,199.63173,M+H
NPA015692,4-O-demethylisobutyrolactone II,315.0863,175.1998,M+H
NPA015693,"CJ-14,877",212.0918,149.92891,M+H
NPA015694,Tetramethylpyrazine,137.1073,134.18913,M+H
NPA015695,Arthrinone,281.0656,162.97829,M+H
NPA015696,Halorosellinic acid,433.2585,203.34967,M+H
NPA015697,6-[(methoxythio)carbonyl]pyridine-2-carboxylic acid methyl ester,228.0325,146.51111,M+H
NPA015698,Chloroiodomethane,176.8963,123.71203,M+H
NPA015699,"Cis-9,10-methylenehexadecanoic acid",269.2475,178.11064,M+H
NPA015700,SQ-02-S-L1,967.5315,283.1344,M+H
NPA015701,Sohirnone B,249.1122,162.84703,M+H
NPA015702,Favolon,591.3528,235.12074,M+H
NPA015703,Lyngbyabellin F,896.2626,278.9949,M+H
NPA015704,Chroman-4-one,189.091,144.04643,M+H
NPA015705,"Orellanine-4,4’-diglucopyranoside",577.1512,209.32692,M+H
NPA015706,Parmosidone E,359.0762,180.41306,M+H
NPA015707,Ficiolide H,331.1752,174.76535,M+H
NPA015708,Hurgadol,335.0772,167.49312,M+H
NPA015709,Nocarasin B,289.1798,173.39816,M+H
NPA015710,(+)-epogymnolactam,172.0968,148.30559,M+H
NPA015711,Hinnuliquinone,507.2279,217.64958,M+H
NPA015712,Wewakpeptin C,1004.6067,292.25662,M+H
NPA015713,Spirangien L,703.478,258.51205,M+H
NPA015714,Curvupallide B,280.118,176.192,M+H
NPA015715,Penitricin D,85.0284,125.656235,M+H
NPA015716,Dethiosecoemestrin,533.1191,223.49759,M+H
NPA015717,Agglomerin C,295.1904,178.2122,M+H
NPA015718,Bendigole F,403.2479,200.18205,M+H
NPA015719,Annularin F,211.0601,147.97876,M+H
NPA015720,Not named,353.1959,185.80782,M+H
NPA015721,Ganoderic acid df,517.316,217.70401,M+H
NPA015722,Micropeptin F,1022.5445,319.4951,M+H
NPA015723,Not named,451.1599,209.69623,M+H
NPA015724,Palmarumycin C11,335.0914,184.35872,M+H
NPA015725,Stealthin A,324.0867,176.82162,M+H
NPA015726,Kobifuranone B,195.1016,153.22856,M+H
NPA015727,Thyrsiferyl-23-acetate,647.3153,243.54128,M+H
NPA015728,methyl antcinate G,527.3367,223.36806,M+H
NPA015729,Sesquicillin D,487.3054,220.66005,M+H
NPA015730,"2,4,5-Trichloro-lichexanthone",388.9745,185.7664,M+H
NPA015731,Cis-7-chloro-4-hydroxymellein,229.0262,153.44896,M+H
NPA015732,Factor Fo,364.1139,183.70988,M+H
NPA015733,Chaxamycin A,640.3116,241.8554,M+H
NPA015734,Funiculosin,492.2956,219.29237,M+H
NPA015735,Welwitindolinone B isothiocyanate,401.1085,199.54723,M+H
NPA015736,5-hydroxymethylfuran-3-carboxylic acid,143.0339,128.47275,M+H
NPA015737,F-11334-A2,195.1016,147.2451,M+H
NPA015738,(-)-Caprazamycin C,1132.5759,329.2998,M+H
NPA015739,Tabtoxin,290.1347,164.17928,M+H
NPA015740,Merochlorin B,429.1827,207.01329,M+H
NPA015741,"4'-((3,4,5-tribromo-1H-pyrrol-2-yl)methyl)phenol",407.8229,156.99818,M+H
NPA015742,(+)-viridicatumtoxin B,564.1864,229.86156,M+H
NPA015743,Spiromastixone C,363.0994,186.87044,M+H
NPA015744,"3,10-dihydroxy-4,8-dimethoxy-6-methylbenzocoumarin",303.0863,173.97249,M+H
NPA015745,Chlorohydroaspyrone B,221.0575,152.28105,M+H
NPA015746,Polyoxin H,601.21,221.39882,M+H
NPA015747,Xylaranic acid,285.1697,166.89839,M+H
NPA015748,EI-1941-2,239.0914,159.62245,M+H
NPA015749,Roseopurpurin E,367.1388,188.93333,M+H
NPA015750,Cis-2-Hydroxymethyl-3-methylcyclopentano,129.091,129.34204,M+H
NPA015751,Nitrosporeunol F,329.2475,182.62837,M+H
NPA015752,Tensidol A,230.0812,152.58,M+H
NPA015753,Kalkitoxin,367.2778,195.8196,M+H
NPA015754,Fomitellic acid A,503.3367,212.5895,M+H
NPA015755,LP237-F8,1325.8192,363.82764,M+H
NPA015756,"[Asp3, ADMAdda5, Dhb7] microcystin HtyR",1073.5302,310.4546,M+H
NPA015757,Mycophenolic acid,321.1333,172.31013,M+H
NPA015758,Petromindole,406.3105,206.24483,M+H
NPA015759,Guanacastepene J,361.201,186.57652,M+H
NPA015760,Diazaquinomycin A,355.1653,190.60463,M+H
NPA015761,Metacridamide A,610.4102,251.22377,M+H
NPA015762,Simocyclinone D4,898.2553,280.47385,M+H
NPA015763,Sordarin C,509.2745,217.81348,M+H
NPA015764,3α-acetylpolyporenic acid A,529.3888,233.43498,M+H
NPA015765,"4,6-Dihydroxy-5-methylphthalide",181.0496,136.71852,M+H
NPA015766,Candelalide C,459.3105,218.24127,M+H
NPA015767,Not named,380.1969,193.8875,M+H
NPA015768,Chivosazol,866.5049,290.20767,M+H
NPA015769,NW-G05,743.3391,257.78317,M+H
NPA015770,Gloeophyllic acid A,477.3575,231.65977,M+H
NPA015771,Enterocin A,1111.5167,326.58298,M+H
NPA015772,Cytochalasin Z15,428.2432,203.48672,M+H
NPA015773,Phoslactomycin I,471.2143,199.58937,M+H
NPA015774,"6-hexyl-3-methyl-(3S,3aS,6R,6aR)-perhydrofuro[3,4-b]furan-2,4-dione",241.1435,168.9579,M+H
NPA015775,Ceriponol A,255.1955,160.42677,M+H
NPA015776,Cyanopeptoline CB071,1035.5277,307.97375,M+H
NPA015777,Cycloarthropsadiol C,241.1071,160.20168,M+H
