NPAID,Name,m/z,CCS,Adduct,URL
NPA016844,"(3R,4R)-cis-4-hydroxy-5-methylmellein",207.0663,149.33102,M-H,https://www.npatlas.org/explore/compounds/NPA016844
NPA016845,Pestalotiopsin C,353.1969,188.93947,M-H,https://www.npatlas.org/explore/compounds/NPA016845
NPA016846,Caprolactin B,267.2078,162.76137,M-H,https://www.npatlas.org/explore/compounds/NPA016846
NPA016847,α-Methyldethiobiotin,227.1401,153.52998,M-H,https://www.npatlas.org/explore/compounds/NPA016847
NPA016848,Cristazine,703.1859,242.50053,M-H,https://www.npatlas.org/explore/compounds/NPA016848
NPA016849,Lucialdehyde B,451.3217,216.26541,M-H,https://www.npatlas.org/explore/compounds/NPA016849
NPA016850,Cryptophycin-40,639.2478,258.11798,M-H,https://www.npatlas.org/explore/compounds/NPA016850
NPA016851,"1,4-di-O-acetyl hygrophorone E10",367.2126,197.3536,M-H,https://www.npatlas.org/explore/compounds/NPA016851
NPA016852,Chevalone C,455.2803,214.22792,M-H,https://www.npatlas.org/explore/compounds/NPA016852
NPA016853,Makomotine B,454.1718,202.91853,M-H,https://www.npatlas.org/explore/compounds/NPA016853
NPA016854,Landomycin R,579.1872,243.35052,M-H,https://www.npatlas.org/explore/compounds/NPA016854
NPA016855,Takanawaene A,535.3276,216.49298,M-H,https://www.npatlas.org/explore/compounds/NPA016855
NPA016856,KM-01,397.202,200.06776,M-H,https://www.npatlas.org/explore/compounds/NPA016856
NPA016857,Monascopyridine A,354.1711,197.71217,M-H,https://www.npatlas.org/explore/compounds/NPA016857
NPA016858,Papyracon C,267.1238,169.08833,M-H,https://www.npatlas.org/explore/compounds/NPA016858
NPA016859,Echoside D,494.0915,218.40697,M-H,https://www.npatlas.org/explore/compounds/NPA016859
NPA016860,Curtisian S,527.1711,214.67915,M-H,https://www.npatlas.org/explore/compounds/NPA016860
NPA016861,"(7S,11S,12S,14R)-14-methoxyamentol quinone",453.2646,213.05653,M-H,https://www.npatlas.org/explore/compounds/NPA016861
NPA016862,Austalide H acid butyl ester,517.2807,230.91125,M-H,https://www.npatlas.org/explore/compounds/NPA016862
NPA016863,Melanocin C,353.0779,174.89973,M-H,https://www.npatlas.org/explore/compounds/NPA016863
NPA016864,Sch-217048,1135.6408,332.3386,M-H,https://www.npatlas.org/explore/compounds/NPA016864
NPA016865,Sperabillin A,324.2041,177.12367,M-H,https://www.npatlas.org/explore/compounds/NPA016865
NPA016866,Salaceyin A,291.1965,175.36287,M-H,https://www.npatlas.org/explore/compounds/NPA016866
NPA016867,Mycoleptone C,425.1242,194.40614,M-H,https://www.npatlas.org/explore/compounds/NPA016867
NPA016868,Hypoxylonol,493.4262,225.38985,M-H,https://www.npatlas.org/explore/compounds/NPA016868
NPA016869,"(1R*,4E,6S*,9R*)-5-(1'-methylethan-1'-ol)-3,3,9-trimethylbicyclo[4.3.0]nona-4-ene",221.1911,156.19572,M-H,https://www.npatlas.org/explore/compounds/NPA016869
NPA016870,Abscisterol F,397.3112,196.60625,M-H,https://www.npatlas.org/explore/compounds/NPA016870
NPA016871,Eutypellin A,223.0612,154.68628,M-H,https://www.npatlas.org/explore/compounds/NPA016871
NPA016872,"8-Acetamido-1,1,1,15,15-pentachloropentadeca-3,12-diyne",430.0071,175.74106,M-H,https://www.npatlas.org/explore/compounds/NPA016872
NPA016873,Illinitone A,249.1132,158.05228,M-H,https://www.npatlas.org/explore/compounds/NPA016873
NPA016874,Not named,335.2228,183.96019,M-H,https://www.npatlas.org/explore/compounds/NPA016874
NPA016875,Ambiguine isonitrile F,453.195,204.53471,M-H,https://www.npatlas.org/explore/compounds/NPA016875
NPA016876,(-)-applanatumol D,347.0772,176.46794,M-H,https://www.npatlas.org/explore/compounds/NPA016876
NPA016877,Chloriolin B,457.1998,209.13326,M-H,https://www.npatlas.org/explore/compounds/NPA016877
NPA016878,Fijimycin C,893.4414,277.13293,M-H,https://www.npatlas.org/explore/compounds/NPA016878
NPA016879,"(+)-(1R,5S,6R,7S,10R)-cadinan-4(11)-ene-1,5-diol",237.186,157.98329,M-H,https://www.npatlas.org/explore/compounds/NPA016879
NPA016880,Trichoderone A,382.2387,202.53954,M-H,https://www.npatlas.org/explore/compounds/NPA016880
NPA016881,7-desmethylherbarin,289.0717,171.76498,M-H,https://www.npatlas.org/explore/compounds/NPA016881
NPA016883,Brevianamide S,691.3038,261.58054,M-H,https://www.npatlas.org/explore/compounds/NPA016883
NPA016884,Diorcinol E,313.1445,176.368,M-H,https://www.npatlas.org/explore/compounds/NPA016884
NPA016885,Spirotryprostatin D,510.2246,220.1637,M-H,https://www.npatlas.org/explore/compounds/NPA016885
NPA016886,Mortivinacin A,225.0591,146.11194,M-H,https://www.npatlas.org/explore/compounds/NPA016886
NPA016887,Guadinomic acid,257.1255,157.58434,M-H,https://www.npatlas.org/explore/compounds/NPA016887
NPA016888,Euhalothece-362,329.1354,167.41829,M-H,https://www.npatlas.org/explore/compounds/NPA016888
NPA016889,Cylindrol B,369.2071,190.41653,M-H,https://www.npatlas.org/explore/compounds/NPA016889
NPA016890,SL2,660.4514,252.71342,M-H,https://www.npatlas.org/explore/compounds/NPA016890
NPA016891,Illudiolone,251.1652,165.44006,M-H,https://www.npatlas.org/explore/compounds/NPA016891
NPA016892,Clavulatriene B,271.2431,165.65381,M-H,https://www.npatlas.org/explore/compounds/NPA016892
NPA016893,4-(Hydroxymethyl)-3-methoxy-5-methylcyclopent-2-enone,155.0713,133.8597,M-H,https://www.npatlas.org/explore/compounds/NPA016893
NPA016894,Diaporol F,251.1652,159.14993,M-H,https://www.npatlas.org/explore/compounds/NPA016894
NPA016895,Malyngic acid,327.2177,182.0667,M-H,https://www.npatlas.org/explore/compounds/NPA016895
NPA016896,Preussiadin A,739.1142,246.74368,M-H,https://www.npatlas.org/explore/compounds/NPA016896
NPA016897,15-hydroxyculmorone,251.1652,159.86946,M-H,https://www.npatlas.org/explore/compounds/NPA016897
NPA016898,Palmarumycin CP4a,337.1081,185.02104,M-H,https://www.npatlas.org/explore/compounds/NPA016898
NPA016899,N-acetyl-streptothricin D acid,817.4537,258.83298,M-H,https://www.npatlas.org/explore/compounds/NPA016899
NPA016900,L-digitoxosyl-phenanthroviridin,434.1245,206.89622,M-H,https://www.npatlas.org/explore/compounds/NPA016900
NPA016901,Stachyin A,442.2235,207.16223,M-H,https://www.npatlas.org/explore/compounds/NPA016901
NPA016902,Phellibarin D,485.3636,222.5532,M-H,https://www.npatlas.org/explore/compounds/NPA016902
NPA016903,3-methyl-2-butenoylpyrrothine,267.0267,157.68015,M-H,https://www.npatlas.org/explore/compounds/NPA016903
NPA016904,Cyathusal C,387.1085,189.49855,M-H,https://www.npatlas.org/explore/compounds/NPA016904
NPA016905,Pyripyropene L,610.2657,231.60347,M-H,https://www.npatlas.org/explore/compounds/NPA016905
NPA016906,"Trans-3,4-Dihydroxy-3,4-dihydro-anofinic acid",237.0768,151.39514,M-H,https://www.npatlas.org/explore/compounds/NPA016906
NPA016907,Amidepsine J,566.1668,233.63914,M-H,https://www.npatlas.org/explore/compounds/NPA016907
NPA016908,Trichopolyn III,1190.8133,341.8667,M-H,https://www.npatlas.org/explore/compounds/NPA016908
NPA016909,Armochaetoglobin M,524.2555,222.60506,M-H,https://www.npatlas.org/explore/compounds/NPA016909
NPA016910,Verrucamide B,1399.8206,332.71503,M-H,https://www.npatlas.org/explore/compounds/NPA016910
NPA016911,Gamma-Patchoulene,203.1805,152.05956,M-H,https://www.npatlas.org/explore/compounds/NPA016911
NPA016912,Pannomycin,343.2278,186.97577,M-H,https://www.npatlas.org/explore/compounds/NPA016912
NPA016913,Pompanopeptin B,956.5139,296.37018,M-H,https://www.npatlas.org/explore/compounds/NPA016913
NPA016915,Lachnone E,363.1085,184.07582,M-H,https://www.npatlas.org/explore/compounds/NPA016915
NPA016916,Tolyporphin F,585.2354,244.49013,M-H,https://www.npatlas.org/explore/compounds/NPA016916
NPA016917,12β-hydroxyganoderenic acid F,525.2494,224.80376,M-H,https://www.npatlas.org/explore/compounds/NPA016917
NPA016918,Dimethyldehydrorabelomycin,347.0925,185.77481,M-H,https://www.npatlas.org/explore/compounds/NPA016918
NPA016919,(+)-applanatumol L,335.1136,171.76909,M-H,https://www.npatlas.org/explore/compounds/NPA016919
NPA016920,Cephalimysin C,410.1245,195.89882,M-H,https://www.npatlas.org/explore/compounds/NPA016920
NPA016921,"11'-[2-amino-3-(4""-O-methyl-α-ribopyranosyloxy)phenyl]undecanoic acid",438.2497,197.1906,M-H,https://www.npatlas.org/explore/compounds/NPA016921
NPA016922,Dysidenamide,501.9798,198.58763,M-H,https://www.npatlas.org/explore/compounds/NPA016922
NPA016923,Aspergillicin B,725.3879,261.31244,M-H,https://www.npatlas.org/explore/compounds/NPA016923
NPA016924,Enniatin B,638.4022,241.47577,M-H,https://www.npatlas.org/explore/compounds/NPA016924
NPA016925,Alterporriol T,621.1613,225.85632,M-H,https://www.npatlas.org/explore/compounds/NPA016925
NPA016926,Not named,464.2442,211.37129,M-H,https://www.npatlas.org/explore/compounds/NPA016926
NPA016927,Anserinone A,207.0663,144.54187,M-H,https://www.npatlas.org/explore/compounds/NPA016927
NPA016928,Prugosene A3,451.249,218.0604,M-H,https://www.npatlas.org/explore/compounds/NPA016928
NPA016929,Roridin K acetate,571.2548,232.698,M-H,https://www.npatlas.org/explore/compounds/NPA016929
NPA016930,"4-[2-O-9Z-hexadecenoyl-β-glucopyranosyl]-4,4′-diapolycopene-4,4′-dioic acid",857.5209,287.5792,M-H,https://www.npatlas.org/explore/compounds/NPA016930
NPA016931,HS-C,673.3957,250.76332,M-H,https://www.npatlas.org/explore/compounds/NPA016931
NPA016932,Narbomycin,508.328,220.19089,M-H,https://www.npatlas.org/explore/compounds/NPA016932
NPA016934,Vegfrecine,272.0677,159.31248,M-H,https://www.npatlas.org/explore/compounds/NPA016934
NPA016935,Arthropsatriol D,221.0819,153.79715,M-H,https://www.npatlas.org/explore/compounds/NPA016935
NPA016936,Macrolactin G,401.2333,197.44597,M-H,https://www.npatlas.org/explore/compounds/NPA016936
NPA016937,Porriolide,193.0506,137.14551,M-H,https://www.npatlas.org/explore/compounds/NPA016937
NPA016938,Stereumin D,247.1339,161.07483,M-H,https://www.npatlas.org/explore/compounds/NPA016938
NPA016939,methyl tumonoate B,538.3385,231.39128,M-H,https://www.npatlas.org/explore/compounds/NPA016939
NPA016940,Metatacarboline C,467.1572,205.79913,M-H,https://www.npatlas.org/explore/compounds/NPA016940
NPA016941,Solanapyrone J,331.1915,182.4778,M-H,https://www.npatlas.org/explore/compounds/NPA016941
NPA016942,Kailuin D,750.5022,277.79648,M-H,https://www.npatlas.org/explore/compounds/NPA016942
NPA016943,Scytonemin,543.135,237.02979,M-H,https://www.npatlas.org/explore/compounds/NPA016943
NPA016944,13-methyl-N-(2-phenylethyl)tetradecanamide,344.2959,189.37589,M-H,https://www.npatlas.org/explore/compounds/NPA016944
NPA016945,Clavorubin,329.0303,170.46251,M-H,https://www.npatlas.org/explore/compounds/NPA016945
NPA016946,Spiroscytalin,336.1969,182.4445,M-H,https://www.npatlas.org/explore/compounds/NPA016946
NPA016947,Besarhanamide B,368.2806,193.54399,M-H,https://www.npatlas.org/explore/compounds/NPA016947
NPA016948,Serinocyclin B,655.3057,242.60405,M-H,https://www.npatlas.org/explore/compounds/NPA016948
NPA016949,"(7R,9R,10S)-Aklavinone",411.1085,189.38042,M-H,https://www.npatlas.org/explore/compounds/NPA016949
NPA016950,Astrakurkurone,469.3687,221.00407,M-H,https://www.npatlas.org/explore/compounds/NPA016950
NPA016951,Funatrol D,237.186,162.0608,M-H,https://www.npatlas.org/explore/compounds/NPA016951
NPA016952,Sansanmycin B,844.3635,265.82687,M-H,https://www.npatlas.org/explore/compounds/NPA016952
NPA016953,1-(3-Methylphenyl)-ethanone,133.0659,128.2755,M-H,https://www.npatlas.org/explore/compounds/NPA016953
NPA016954,Aspergiolide A,459.0721,211.35048,M-H,https://www.npatlas.org/explore/compounds/NPA016954
NPA016955,Xenolindicin C,928.536,305.40018,M-H,https://www.npatlas.org/explore/compounds/NPA016955
NPA016956,Chaetomugilin M,449.1372,206.84209,M-H,https://www.npatlas.org/explore/compounds/NPA016956
NPA016957,Brevicompanine G,394.2136,191.06491,M-H,https://www.npatlas.org/explore/compounds/NPA016957
NPA016958,"7,8-Dideoxy-6-oxo-griseorhodin C",491.062,214.52907,M-H,https://www.npatlas.org/explore/compounds/NPA016958
NPA016959,Geopyxin A,347.1864,176.5269,M-H,https://www.npatlas.org/explore/compounds/NPA016959
NPA016960,Trihomononactic acid,243.1602,163.88579,M-H,https://www.npatlas.org/explore/compounds/NPA016960
NPA016961,"2-methyloctanoic acid 6-oxo-2-propenyl-3,6-dihydro-2H-pyran-3-yl ester",293.1758,182.20894,M-H,https://www.npatlas.org/explore/compounds/NPA016961
NPA016962,Lipstatin,490.3538,229.65898,M-H,https://www.npatlas.org/explore/compounds/NPA016962
NPA016963,9-Hydroxybafilomycin D,619.3851,257.03528,M-H,https://www.npatlas.org/explore/compounds/NPA016963
NPA016964,Trichocladinol G,227.0925,151.38649,M-H,https://www.npatlas.org/explore/compounds/NPA016964
NPA016965,2-(1-hydroxy-2-methylpropyl)-3-methoxypyrazine,181.0982,137.12923,M-H,https://www.npatlas.org/explore/compounds/NPA016965
NPA016966,Fujianmycin B,335.0925,190.47383,M-H,https://www.npatlas.org/explore/compounds/NPA016966
NPA016967,Cardinalin 11,597.2341,234.02023,M-H,https://www.npatlas.org/explore/compounds/NPA016967
NPA016968,"Ent-4(15)-eudesmen-5,7-diol-1-one",251.1652,160.67003,M-H,https://www.npatlas.org/explore/compounds/NPA016968
NPA016969,Botryolide E,213.0768,147.27574,M-H,https://www.npatlas.org/explore/compounds/NPA016969
NPA016970,Tripropeptin D,1166.595,337.7588,M-H,https://www.npatlas.org/explore/compounds/NPA016970
NPA016971,WSS2218,485.3133,216.07674,M-H,https://www.npatlas.org/explore/compounds/NPA016971
NPA016972,Mangicol A,421.2959,202.11566,M-H,https://www.npatlas.org/explore/compounds/NPA016972
NPA016973,Maridomycin V,814.423,271.67618,M-H,https://www.npatlas.org/explore/compounds/NPA016973
NPA016974,Pyrrolam B,154.0873,127.35265,M-H,https://www.npatlas.org/explore/compounds/NPA016974
NPA016975,"5-methyl-1H-quinazoline-2,4-dione",175.0513,134.05186,M-H,https://www.npatlas.org/explore/compounds/NPA016975
NPA016976,Trichurusin K,475.2701,215.90714,M-H,https://www.npatlas.org/explore/compounds/NPA016976
NPA016977,Nitrosporeunol B,205.087,143.6129,M-H,https://www.npatlas.org/explore/compounds/NPA016977
NPA016978,Lactapiperanol B,323.1864,179.32286,M-H,https://www.npatlas.org/explore/compounds/NPA016978
NPA016979,12α-Hydroxy-3-ketocholanic acid,389.2697,190.71777,M-H,https://www.npatlas.org/explore/compounds/NPA016979
NPA016980,"4,4',6-tribromo-2,2'-biphenol",418.7923,157.49718,M-H,https://www.npatlas.org/explore/compounds/NPA016980
NPA016981,Monankarin F,357.1343,185.81967,M-H,https://www.npatlas.org/explore/compounds/NPA016981
NPA016982,Cristatumin B,476.2918,222.2559,M-H,https://www.npatlas.org/explore/compounds/NPA016982
NPA016983,Napyradiomycin A,443.1267,199.19821,M-H,https://www.npatlas.org/explore/compounds/NPA016983
NPA016984,Not named,455.265,208.29591,M-H,https://www.npatlas.org/explore/compounds/NPA016984
NPA016985,Cylindrocyclophane C3,669.2886,257.15036,M-H,https://www.npatlas.org/explore/compounds/NPA016985
NPA016986,Dihydrotrichodimerol,497.2181,219.1096,M-H,https://www.npatlas.org/explore/compounds/NPA016986
NPA016987,6-hydroxytryprostatin,366.1823,192.49663,M-H,https://www.npatlas.org/explore/compounds/NPA016987
NPA016988,Boletinin H,417.2282,195.83978,M-H,https://www.npatlas.org/explore/compounds/NPA016988
NPA016989,Anabaenopeptin MM823,822.4043,272.3663,M-H,https://www.npatlas.org/explore/compounds/NPA016989
NPA016990,Sarcosone B,239.0925,158.7765,M-H,https://www.npatlas.org/explore/compounds/NPA016990
NPA016993,Cymobarbatol,400.9757,171.87401,M-H,https://www.npatlas.org/explore/compounds/NPA016993
NPA016994,Fumiquinazoline O,542.2045,227.57158,M-H,https://www.npatlas.org/explore/compounds/NPA016994
NPA016995,Fumigatin chlorohydrin,219.0066,143.58781,M-H,https://www.npatlas.org/explore/compounds/NPA016995
NPA016996,Ro09-1545,406.2599,198.0883,M-H,https://www.npatlas.org/explore/compounds/NPA016996
NPA016997,"(1S)-(4-Acetylphenyl)-1,2-ethanediol",179.0713,136.94533,M-H,https://www.npatlas.org/explore/compounds/NPA016997
NPA016998,Tigloylpyrrothine,267.0267,161.0042,M-H,https://www.npatlas.org/explore/compounds/NPA016998
NPA016999,Pestalotiopamide C,270.1347,163.95627,M-H,https://www.npatlas.org/explore/compounds/NPA016999
NPA017000,Termitomycamide E,398.3064,204.12845,M-H,https://www.npatlas.org/explore/compounds/NPA017000
NPA017001,(+)-13-Stemarene,271.2431,174.43648,M-H,https://www.npatlas.org/explore/compounds/NPA017001
NPA017002,Hamigerone,411.2177,200.8,M-H,https://www.npatlas.org/explore/compounds/NPA017002
NPA017003,Epicoccin P,439.1003,200.21425,M-H,https://www.npatlas.org/explore/compounds/NPA017003
NPA017004,Not named,515.4106,230.13326,M-H,https://www.npatlas.org/explore/compounds/NPA017004
NPA017005,Epirodin A,209.1336,160.05405,M-H,https://www.npatlas.org/explore/compounds/NPA017005
NPA017006,Cylindrocyclophane F4,687.2547,257.80048,M-H,https://www.npatlas.org/explore/compounds/NPA017006
NPA017007,Cytochalasin Z(22),478.2235,206.38948,M-H,https://www.npatlas.org/explore/compounds/NPA017007
NPA017008,Pezizolide B,265.1081,164.19923,M-H,https://www.npatlas.org/explore/compounds/NPA017008
NPA017009,Laetiposide G,647.4164,242.33861,M-H,https://www.npatlas.org/explore/compounds/NPA017009
NPA017010,Ajudazol B,591.3076,239.96494,M-H,https://www.npatlas.org/explore/compounds/NPA017010
NPA017011,Hamigeran F,435.0812,185.0677,M-H,https://www.npatlas.org/explore/compounds/NPA017011
NPA017012,"6-hydroxy-8-methoxy-3α-methyl-3α,9β-dihydro-3H-furo[3,2-c]isochromene-2,5-dione",263.0561,163.17099,M-H,https://www.npatlas.org/explore/compounds/NPA017012
NPA017013,Not named,258.1135,163.39972,M-H,https://www.npatlas.org/explore/compounds/NPA017013
NPA017014,Hanabiratakelide B,195.0299,139.12419,M-H,https://www.npatlas.org/explore/compounds/NPA017014
NPA017015,Nodulopeptin 917,916.4284,292.14798,M-H,https://www.npatlas.org/explore/compounds/NPA017015
NPA017016,Cladonioidesin,389.0878,178.20058,M-H,https://www.npatlas.org/explore/compounds/NPA017016
NPA017017,Heptadecanoic acid,269.2486,170.83104,M-H,https://www.npatlas.org/explore/compounds/NPA017017
NPA017018,Eburicol,439.3945,216.1587,M-H,https://www.npatlas.org/explore/compounds/NPA017018
NPA017019,Antascomicin C,688.4066,247.096,M-H,https://www.npatlas.org/explore/compounds/NPA017019
NPA017020,16-deoxyporicoic acid B,467.3167,213.8437,M-H,https://www.npatlas.org/explore/compounds/NPA017020
NPA017021,Monacyclinone E,496.1977,211.13585,M-H,https://www.npatlas.org/explore/compounds/NPA017021
NPA017022,Desotamide C,727.3784,258.72653,M-H,https://www.npatlas.org/explore/compounds/NPA017022
NPA017023,"D-Asp3,(E)-Dhb 7]-MC-HtyY",1050.4829,307.27554,M-H,https://www.npatlas.org/explore/compounds/NPA017023
NPA017024,Mitissimol B,249.1496,163.06023,M-H,https://www.npatlas.org/explore/compounds/NPA017024
NPA017025,Tornabeatin D,351.2904,190.7594,M-H,https://www.npatlas.org/explore/compounds/NPA017025
NPA017026,"3,7-dimethyl-8-hydroxy-6-methoxyisochroman",207.1026,146.62976,M-H,https://www.npatlas.org/explore/compounds/NPA017026
NPA017028,"(4E,6E)-2,4,6-trimethylocta-4,6-dien-3-one",165.1285,145.66225,M-H,https://www.npatlas.org/explore/compounds/NPA017028
NPA017029,Oxirapentyn H,369.1555,177.20998,M-H,https://www.npatlas.org/explore/compounds/NPA017029
NPA017030,Brevigellin,594.2933,231.17612,M-H,https://www.npatlas.org/explore/compounds/NPA017030
NPA017031,7-acetyl-10-methoxydihydrobotrydial,383.2075,194.14388,M-H,https://www.npatlas.org/explore/compounds/NPA017031
NPA017032,Carbonarin J,594.1769,239.36058,M-H,https://www.npatlas.org/explore/compounds/NPA017032
NPA017033,Dehydroxynocardamine,583.3461,228.22981,M-H,https://www.npatlas.org/explore/compounds/NPA017033
NPA017034,Tremulenolide B,233.1547,165.08774,M-H,https://www.npatlas.org/explore/compounds/NPA017034
NPA017035,"19,20-Epoxycytochalasin D",522.2497,217.61502,M-H,https://www.npatlas.org/explore/compounds/NPA017035
NPA017036,JBIR-67,288.1605,161.49315,M-H,https://www.npatlas.org/explore/compounds/NPA017036
NPA017037,Aurovertin G,491.1922,215.95387,M-H,https://www.npatlas.org/explore/compounds/NPA017037
NPA017038,Falconensin N,469.0826,208.54305,M-H,https://www.npatlas.org/explore/compounds/NPA017038
NPA017039,Sydoxanthone B,345.0438,178.18323,M-H,https://www.npatlas.org/explore/compounds/NPA017039
NPA017040,Sarcosone C,241.1081,154.3199,M-H,https://www.npatlas.org/explore/compounds/NPA017040
NPA017041,Verrucamide C,1399.8206,332.96115,M-H,https://www.npatlas.org/explore/compounds/NPA017041
NPA017042,Cystochromone F,619.3487,244.77194,M-H,https://www.npatlas.org/explore/compounds/NPA017042
NPA017043,2-(p-hydroxybenzyl)prodigiosin,428.2343,214.17055,M-H,https://www.npatlas.org/explore/compounds/NPA017043
NPA017044,Lapstatin,245.1507,157.4799,M-H,https://www.npatlas.org/explore/compounds/NPA017044
NPA017045,"3,5,8-trihydroxy-6-methoxy-2-(5-oxohexa-1,3-dienyl)-1,4-naphthoquinone",329.0667,177.48886,M-H,https://www.npatlas.org/explore/compounds/NPA017045
NPA017046,Illinitone B,247.0976,161.94044,M-H,https://www.npatlas.org/explore/compounds/NPA017046
NPA017047,Aniquinazoline C,504.2252,219.40166,M-H,https://www.npatlas.org/explore/compounds/NPA017047
NPA017048,Cysfluoretin,500.1384,210.58138,M-H,https://www.npatlas.org/explore/compounds/NPA017048
NPA017049,Psychrophilin A,431.1361,199.4279,M-H,https://www.npatlas.org/explore/compounds/NPA017049
NPA017050,Celesticetin,527.2069,214.79419,M-H,https://www.npatlas.org/explore/compounds/NPA017050
NPA017051,6-hydroxy-1H-indole-3-carbaldehyde,160.0404,132.3928,M-H,https://www.npatlas.org/explore/compounds/NPA017051
NPA017052,Ganodermalactone B,525.3221,221.05904,M-H,https://www.npatlas.org/explore/compounds/NPA017052
NPA017053,Esperamicin O1,1339.4023,345.38333,M-H,https://www.npatlas.org/explore/compounds/NPA017053
NPA017054,Emeriphenolicin E,732.4481,260.98395,M-H,https://www.npatlas.org/explore/compounds/NPA017054
NPA017055,Separacene D,265.1445,176.17465,M-H,https://www.npatlas.org/explore/compounds/NPA017055
NPA017056,Phomosine E,391.1398,188.88593,M-H,https://www.npatlas.org/explore/compounds/NPA017056
NPA017057,6-epi-3-anhydroophiobolin B,383.2591,200.64833,M-H,https://www.npatlas.org/explore/compounds/NPA017057
NPA017058,Okilactomycin C,401.1969,194.68571,M-H,https://www.npatlas.org/explore/compounds/NPA017058
NPA017059,Nivetetracyclate A,399.1449,191.06813,M-H,https://www.npatlas.org/explore/compounds/NPA017059
NPA017060,Massarilactone B,225.0768,158.64491,M-H,https://www.npatlas.org/explore/compounds/NPA017060
NPA017061,5-hydroxymaltol,141.0193,128.68744,M-H,https://www.npatlas.org/explore/compounds/NPA017061
NPA017062,Quinolactacin D1/D2,285.1244,166.42061,M-H,https://www.npatlas.org/explore/compounds/NPA017062
NPA017063,Scalusamide A,280.1918,169.40868,M-H,https://www.npatlas.org/explore/compounds/NPA017063
NPA017064,Communiol G,197.1183,150.29555,M-H,https://www.npatlas.org/explore/compounds/NPA017064
NPA017065,MR566A,202.0276,138.34897,M-H,https://www.npatlas.org/explore/compounds/NPA017065
NPA017066,Tuscoron A,533.312,231.30782,M-H,https://www.npatlas.org/explore/compounds/NPA017066
NPA017067,Hainanic acid B,513.2858,209.38734,M-H,https://www.npatlas.org/explore/compounds/NPA017067
NPA017068,WAP-8294Ax8,1546.7911,373.17148,M-H,https://www.npatlas.org/explore/compounds/NPA017068
NPA017069,Rulepidatriol,265.1445,160.30058,M-H,https://www.npatlas.org/explore/compounds/NPA017069
NPA017070,Phaseic acid,279.1238,170.78755,M-H,https://www.npatlas.org/explore/compounds/NPA017070
NPA017071,(+)-applanatumol H,321.098,165.34895,M-H,https://www.npatlas.org/explore/compounds/NPA017071
NPA017072,Culicinin D,1232.8603,365.96597,M-H,https://www.npatlas.org/explore/compounds/NPA017072
NPA017073,SB-203207,488.182,205.5169,M-H,https://www.npatlas.org/explore/compounds/NPA017073
NPA017074,Helioferin B,1133.7919,351.3129,M-H,https://www.npatlas.org/explore/compounds/NPA017074
NPA017075,AAL Toxin Te2,530.3334,221.40273,M-H,https://www.npatlas.org/explore/compounds/NPA017075
NPA017076,Fuzanin A,264.1241,163.93329,M-H,https://www.npatlas.org/explore/compounds/NPA017076
NPA017077,Orcinotriol,167.0713,137.62022,M-H,https://www.npatlas.org/explore/compounds/NPA017077
NPA017078,"Tremulene-6,11,12-triol",253.1809,153.67407,M-H,https://www.npatlas.org/explore/compounds/NPA017078
NPA017079,Notoamide R,446.2085,208.70851,M-H,https://www.npatlas.org/explore/compounds/NPA017079
NPA017080,Suillumide,538.4841,244.22893,M-H,https://www.npatlas.org/explore/compounds/NPA017080
NPA017082,1-ethyl-β-carboline-3-carboxylic acid,239.0826,153.23952,M-H,https://www.npatlas.org/explore/compounds/NPA017082
NPA017083,Ymf 1029B,381.0616,195.1104,M-H,https://www.npatlas.org/explore/compounds/NPA017083
NPA017084,Piericidin C7,470.2912,220.9507,M-H,https://www.npatlas.org/explore/compounds/NPA017084
NPA017085,2-O-methylalternariol 4-O-β-[4-methoxyl-glucopyranoside],445.1504,200.88649,M-H,https://www.npatlas.org/explore/compounds/NPA017085
NPA017086,JBIR-28,263.1289,166.83086,M-H,https://www.npatlas.org/explore/compounds/NPA017086
NPA017087,Ophiocerin B,131.0713,130.73706,M-H,https://www.npatlas.org/explore/compounds/NPA017087
NPA017088,"10,11-dihydropicromycin",526.3385,218.98886,M-H,https://www.npatlas.org/explore/compounds/NPA017088
NPA017089,(-)-applanatumol E,365.1242,185.00758,M-H,https://www.npatlas.org/explore/compounds/NPA017089
NPA017090,Gloeophyllol C,247.1339,156.34145,M-H,https://www.npatlas.org/explore/compounds/NPA017090
NPA017091,4-(furan-3-yl)benzaldehyde,171.0451,136.95335,M-H,https://www.npatlas.org/explore/compounds/NPA017091
NPA017092,Cyclohelminthol II,171.0218,138.71568,M-H,https://www.npatlas.org/explore/compounds/NPA017092
NPA017093,Ascosalipyrone,237.1132,161.55766,M-H,https://www.npatlas.org/explore/compounds/NPA017093
NPA017094,Lysobactin,1274.7114,345.02246,M-H,https://www.npatlas.org/explore/compounds/NPA017094
NPA017095,ICM0301 B,355.2278,191.66887,M-H,https://www.npatlas.org/explore/compounds/NPA017095
NPA017096,Platencin SL2,291.1965,170.51306,M-H,https://www.npatlas.org/explore/compounds/NPA017096
NPA017097,Fusarochromanone,291.135,168.2688,M-H,https://www.npatlas.org/explore/compounds/NPA017097
NPA017098,Neoatroviridin A,1730.0585,433.31644,M-H,https://www.npatlas.org/explore/compounds/NPA017098
NPA017099,VM55597,506.2296,216.61647,M-H,https://www.npatlas.org/explore/compounds/NPA017099
