NPAID,Name,m/z,CCS,Adduct,URL
NPA017371,Bacillusin A,1219.6176,339.939,M+Na,https://www.npatlas.org/explore/compounds/NPA017371
NPA017372,4-ketozeinoxanthin,589.4016,248.71169,M+Na,https://www.npatlas.org/explore/compounds/NPA017372
NPA017373,CP-78545,589.4075,251.07227,M+Na,https://www.npatlas.org/explore/compounds/NPA017373
NPA017374,1-O-methylterricolyne,229.0835,157.06766,M+Na,https://www.npatlas.org/explore/compounds/NPA017374
NPA017375,Trichoderin A1,1167.8091,364.89633,M+Na,https://www.npatlas.org/explore/compounds/NPA017375
NPA017376,Streptophenazine E,419.1577,212.4077,M+Na,https://www.npatlas.org/explore/compounds/NPA017376
NPA017377,Pentahydroxyscirpene,337.1258,171.31564,M+Na,https://www.npatlas.org/explore/compounds/NPA017377
NPA017378,Desmethyldestruxin A,586.3211,238.2181,M+Na,https://www.npatlas.org/explore/compounds/NPA017378
NPA017379,Anisomycin,288.1206,170.9297,M+Na,https://www.npatlas.org/explore/compounds/NPA017379
NPA017380,Secopenitrem B,608.3346,245.58571,M+Na,https://www.npatlas.org/explore/compounds/NPA017380
NPA017382,Lanopylin B1,342.3131,194.49547,M+Na,https://www.npatlas.org/explore/compounds/NPA017382
NPA017384,27-epi-nortryptoquivaline,555.185,235.54062,M+Na,https://www.npatlas.org/explore/compounds/NPA017384
NPA017385,Xanthoquinodin A4,597.1367,231.20032,M+Na,https://www.npatlas.org/explore/compounds/NPA017385
NPA017386,"N-<9,10-dihydrojasmonoyl>-(S)-isoleucine",348.2145,199.5819,M+Na,https://www.npatlas.org/explore/compounds/NPA017386
NPA017387,Not named,373.1258,195.0941,M+Na,https://www.npatlas.org/explore/compounds/NPA017387
NPA017388,Diclavatol,367.1152,186.45117,M+Na,https://www.npatlas.org/explore/compounds/NPA017388
NPA017389,(R)-4-hydroxy-2-ethyl-2-cyclohexen-1-one,163.0729,143.91035,M+Na,https://www.npatlas.org/explore/compounds/NPA017389
NPA017390,Not named,513.2683,221.8412,M+Na,https://www.npatlas.org/explore/compounds/NPA017390
NPA017391,Zygosporamide,657.3622,256.8782,M+Na,https://www.npatlas.org/explore/compounds/NPA017391
NPA017392,Not named,343.0424,177.91507,M+Na,https://www.npatlas.org/explore/compounds/NPA017392
NPA017393,Sch 210792,468.2356,217.65576,M+Na,https://www.npatlas.org/explore/compounds/NPA017393
NPA017394,Not named,425.0995,210.01465,M+Na,https://www.npatlas.org/explore/compounds/NPA017394
NPA017395,Microginin SD755,778.4361,281.88626,M+Na,https://www.npatlas.org/explore/compounds/NPA017395
NPA017396,Rhytidone A,381.1308,199.22878,M+Na,https://www.npatlas.org/explore/compounds/NPA017396
NPA017397,Proserin C,371.0737,191.91481,M+Na,https://www.npatlas.org/explore/compounds/NPA017397
NPA017398,Erinacerin G,328.1155,179.77011,M+Na,https://www.npatlas.org/explore/compounds/NPA017398
NPA017399,(-)-chizhine A,313.1046,170.70427,M+Na,https://www.npatlas.org/explore/compounds/NPA017399
NPA017400,7-Hydroxy-7'-methoxyperonatin B,389.1472,192.60243,M+Na,https://www.npatlas.org/explore/compounds/NPA017400
NPA017401,Brevianamide L,416.1581,201.99452,M+Na,https://www.npatlas.org/explore/compounds/NPA017401
NPA017402,Nitropyrrolin C,391.1759,195.52989,M+Na,https://www.npatlas.org/explore/compounds/NPA017402
NPA017403,Thailandepsin B,552.2172,224.41045,M+Na,https://www.npatlas.org/explore/compounds/NPA017403
NPA017404,Lyngbyapeptin C,758.3558,266.53467,M+Na,https://www.npatlas.org/explore/compounds/NPA017404
NPA017405,Palmarumycin P3,377.0995,196.15062,M+Na,https://www.npatlas.org/explore/compounds/NPA017405
NPA017406,7-Chloroemodin,327.0031,172.86882,M+Na,https://www.npatlas.org/explore/compounds/NPA017406
NPA017407,Polisin A,247.0941,156.56667,M+Na,https://www.npatlas.org/explore/compounds/NPA017407
NPA017408,SB-203208,673.2626,249.94223,M+Na,https://www.npatlas.org/explore/compounds/NPA017408
NPA017409,Sphingofungin A,454.2887,222.18617,M+Na,https://www.npatlas.org/explore/compounds/NPA017409
NPA017410,Trichoether D,381.2036,198.16405,M+Na,https://www.npatlas.org/explore/compounds/NPA017410
NPA017411,Abyssomicin H,371.1465,189.87349,M+Na,https://www.npatlas.org/explore/compounds/NPA017411
NPA017412,"5a,6,11a,12-tetrahydro-5a,11a-dimethyl[1,4]benzoxazino[3,2-b][1,4]benzoxazine",291.1104,173.16446,M+Na,https://www.npatlas.org/explore/compounds/NPA017412
NPA017413,Not named,481.438,230.7552,M+Na,https://www.npatlas.org/explore/compounds/NPA017413
NPA017414,Thalassospiramide C,826.4361,288.30515,M+Na,https://www.npatlas.org/explore/compounds/NPA017414
NPA017416,Stereumin T,415.2455,207.06802,M+Na,https://www.npatlas.org/explore/compounds/NPA017416
NPA017417,Kasanosin A,439.1363,213.82967,M+Na,https://www.npatlas.org/explore/compounds/NPA017417
NPA017418,10-hydroxy-5'-methoxy-6'-chloroarmillane,507.1756,211.2845,M+Na,https://www.npatlas.org/explore/compounds/NPA017418
NPA017419,Conioscleroderolide,351.0839,191.78217,M+Na,https://www.npatlas.org/explore/compounds/NPA017419
NPA017420,Erinacine A,455.2404,208.1069,M+Na,https://www.npatlas.org/explore/compounds/NPA017420
NPA017421,Phencomycin methyl ester,319.0689,182.43835,M+Na,https://www.npatlas.org/explore/compounds/NPA017421
NPA017422,"1,2-diacetylsphingosine",408.3084,216.88539,M+Na,https://www.npatlas.org/explore/compounds/NPA017422
NPA017423,Terrestrol K,199.0132,145.91559,M+Na,https://www.npatlas.org/explore/compounds/NPA017423
NPA017424,BE-52440A,721.1561,260.29288,M+Na,https://www.npatlas.org/explore/compounds/NPA017424
NPA017425,Nostocyclamide M,529.0757,214.26488,M+Na,https://www.npatlas.org/explore/compounds/NPA017425
NPA017426,Amidepsine I,780.211,269.63022,M+Na,https://www.npatlas.org/explore/compounds/NPA017426
NPA017427,Emerixanthone A,481.1388,218.40582,M+Na,https://www.npatlas.org/explore/compounds/NPA017427
NPA017428,Pentalenolactone B,299.089,169.44386,M+Na,https://www.npatlas.org/explore/compounds/NPA017428
NPA017430,Amycomycin A,409.0894,195.98018,M+Na,https://www.npatlas.org/explore/compounds/NPA017430
NPA017431,Verticinol B,321.2036,184.81407,M+Na,https://www.npatlas.org/explore/compounds/NPA017431
NPA017432,Esperamicin A1,1347.4039,331.98233,M+Na,https://www.npatlas.org/explore/compounds/NPA017432
NPA017433,Saquayamycin H,858.2943,294.44116,M+Na,https://www.npatlas.org/explore/compounds/NPA017433
NPA017434,"6-[(1'R,2'S)-dihydroxypentyl]-2H-pyran-2-one",221.0784,153.99937,M+Na,https://www.npatlas.org/explore/compounds/NPA017434
NPA017435,Vicibactin-7101,671.3222,244.80008,M+Na,https://www.npatlas.org/explore/compounds/NPA017435
NPA017436,Mutaxanthene A,465.0792,213.78954,M+Na,https://www.npatlas.org/explore/compounds/NPA017436
NPA017437,Cyclo-(N-MeVal-N-MeAla),221.126,155.51135,M+Na,https://www.npatlas.org/explore/compounds/NPA017437
NPA017438,Nocardicin D,508.1326,214.79501,M+Na,https://www.npatlas.org/explore/compounds/NPA017438
NPA017439,LL-BM123 gamma1,916.4247,291.78522,M+Na,https://www.npatlas.org/explore/compounds/NPA017439
NPA017440,Terpestacin,425.2662,211.17024,M+Na,https://www.npatlas.org/explore/compounds/NPA017440
NPA017441,Flutimide,261.1209,177.05254,M+Na,https://www.npatlas.org/explore/compounds/NPA017441
NPA017442,"4-((Z)-but-2-enoyloxy)-12,13-epoxy-16-hydroxytrichothec-9-ene",357.1672,185.50917,M+Na,https://www.npatlas.org/explore/compounds/NPA017442
NPA017443,"(2R,3R,2'S)-2-Hydroxymyxol 2'-fucoside",769.465,291.32278,M+Na,https://www.npatlas.org/explore/compounds/NPA017443
NPA017444,Daldinin E,483.1625,212.84161,M+Na,https://www.npatlas.org/explore/compounds/NPA017444
NPA017445,L-2-Amino-4-methoxy-trans-3-butenoic acid,154.0474,140.49318,M+Na,https://www.npatlas.org/explore/compounds/NPA017445
NPA017446,Poricoic acid BM,521.3237,225.92313,M+Na,https://www.npatlas.org/explore/compounds/NPA017446
NPA017447,7-oxobrefeldin A,301.141,183.27739,M+Na,https://www.npatlas.org/explore/compounds/NPA017447
NPA017448,Peribysin J,309.1672,173.27754,M+Na,https://www.npatlas.org/explore/compounds/NPA017448
NPA017449,Hormothamnin A,1218.7108,342.04367,M+Na,https://www.npatlas.org/explore/compounds/NPA017449
NPA017450,2-phenylethyl 1H-indol-3-yl-acetate,302.1151,173.4016,M+Na,https://www.npatlas.org/explore/compounds/NPA017450
NPA017451,Cymbimicin A,1075.6441,340.3568,M+Na,https://www.npatlas.org/explore/compounds/NPA017451
NPA017452,Cyanopeptolin 972,995.5172,302.80414,M+Na,https://www.npatlas.org/explore/compounds/NPA017452
NPA017453,Cephalosol,357.0581,187.70833,M+Na,https://www.npatlas.org/explore/compounds/NPA017453
NPA017454,Gymnopilin B11,1111.8206,331.6888,M+Na,https://www.npatlas.org/explore/compounds/NPA017454
NPA017455,Nocarbenzoxazole B,279.074,171.66068,M+Na,https://www.npatlas.org/explore/compounds/NPA017455
NPA017456,Hydroisoflavone A,313.0682,175.67993,M+Na,https://www.npatlas.org/explore/compounds/NPA017456
NPA017457,Penicimutanolone,502.2775,229.83897,M+Na,https://www.npatlas.org/explore/compounds/NPA017457
NPA017458,Panglimycin F,383.1101,194.7438,M+Na,https://www.npatlas.org/explore/compounds/NPA017458
NPA017459,Trichodone B,277.1774,173.20631,M+Na,https://www.npatlas.org/explore/compounds/NPA017459
NPA017460,Chalciporone,266.1515,165.19261,M+Na,https://www.npatlas.org/explore/compounds/NPA017460
NPA017461,Cystochromone D,513.2823,223.16737,M+Na,https://www.npatlas.org/explore/compounds/NPA017461
NPA017462,Kanamienamide,515.3455,233.59526,M+Na,https://www.npatlas.org/explore/compounds/NPA017462
NPA017463,Campechic acid B,687.4806,267.07736,M+Na,https://www.npatlas.org/explore/compounds/NPA017463
NPA017464,Brialmontin 2,381.1672,194.62213,M+Na,https://www.npatlas.org/explore/compounds/NPA017464
NPA017465,Tyromycic acid D,491.3132,225.65913,M+Na,https://www.npatlas.org/explore/compounds/NPA017465
NPA017466,Neolymphostin D,375.1427,207.67867,M+Na,https://www.npatlas.org/explore/compounds/NPA017466
NPA017467,Laetiposide E,641.4024,244.12372,M+Na,https://www.npatlas.org/explore/compounds/NPA017467
NPA017468,25-hydroxyporicoic acid H,539.3343,221.4874,M+Na,https://www.npatlas.org/explore/compounds/NPA017468
NPA017469,Trans-Ruakuric acid,289.0682,166.8619,M+Na,https://www.npatlas.org/explore/compounds/NPA017469
NPA017470,Russujaponol B,317.1723,175.29152,M+Na,https://www.npatlas.org/explore/compounds/NPA017470
NPA017471,Emmyguyacin B,607.2208,225.8534,M+Na,https://www.npatlas.org/explore/compounds/NPA017471
NPA017472,"6-Methoxy-8<6'-hydroxy-2'-methoxy-4'(3''-methyl-2''-butenyl)phenyl>2,2-dimethylchromene",403.188,200.46834,M+Na,https://www.npatlas.org/explore/compounds/NPA017472
NPA017474,Penicillenol A2,320.1832,202.1384,M+Na,https://www.npatlas.org/explore/compounds/NPA017474
NPA017475,Antalid,550.2346,240.36655,M+Na,https://www.npatlas.org/explore/compounds/NPA017475
NPA017476,15-hydroxy-5′-O-methylmelledonal,485.1782,209.75653,M+Na,https://www.npatlas.org/explore/compounds/NPA017476
NPA017477,Cyclipostin C,483.2482,218.0847,M+Na,https://www.npatlas.org/explore/compounds/NPA017477
NPA017478,Bacitracin E,1402.6912,360.18607,M+Na,https://www.npatlas.org/explore/compounds/NPA017478
NPA017479,Pentopyranic acid,310.0645,173.58894,M+Na,https://www.npatlas.org/explore/compounds/NPA017479
NPA017480,"7-O-Demethyl-3,8'-bisiderin",447.105,209.52055,M+Na,https://www.npatlas.org/explore/compounds/NPA017480
NPA017481,"(1S,3R)-austrocortirubin",343.0788,179.78477,M+Na,https://www.npatlas.org/explore/compounds/NPA017481
NPA017482,Serialynic acid,297.1097,167.61592,M+Na,https://www.npatlas.org/explore/compounds/NPA017482
NPA017483,Arthrinin D,381.1672,189.71169,M+Na,https://www.npatlas.org/explore/compounds/NPA017483
NPA017484,Monorden E,375.097,184.82954,M+Na,https://www.npatlas.org/explore/compounds/NPA017484
NPA017485,Gliotoxin,349.0287,169.40233,M+Na,https://www.npatlas.org/explore/compounds/NPA017485
NPA017486,Bisacremine B,407.2193,197.75645,M+Na,https://www.npatlas.org/explore/compounds/NPA017486
NPA017487,Fijiolide B,685.169,243.29868,M+Na,https://www.npatlas.org/explore/compounds/NPA017487
NPA017488,Pestalotheol G,333.1308,185.5912,M+Na,https://www.npatlas.org/explore/compounds/NPA017488
NPA017489,N-methyl-4-hydroxy-2-quinolinone,198.0525,140.39227,M+Na,https://www.npatlas.org/explore/compounds/NPA017489
NPA017490,Okaramine R,559.2316,236.36934,M+Na,https://www.npatlas.org/explore/compounds/NPA017490
NPA017491,Pyripyropene G,490.22,214.44789,M+Na,https://www.npatlas.org/explore/compounds/NPA017491
NPA017492,1-deoxyaustrocortirubin,327.0839,176.00374,M+Na,https://www.npatlas.org/explore/compounds/NPA017492
NPA017493,Tryptoquivaline F,425.122,194.68446,M+Na,https://www.npatlas.org/explore/compounds/NPA017493
NPA017494,Piptamine,354.3131,196.42574,M+Na,https://www.npatlas.org/explore/compounds/NPA017494
NPA017495,Brasilamide J,360.1417,182.08205,M+Na,https://www.npatlas.org/explore/compounds/NPA017495
NPA017496,Malbranpyrrole F,368.1024,199.69942,M+Na,https://www.npatlas.org/explore/compounds/NPA017496
NPA017497,Psoromic acid,381.0581,190.69969,M+Na,https://www.npatlas.org/explore/compounds/NPA017497
NPA017498,Cyrmenin B2,415.2203,216.1898,M+Na,https://www.npatlas.org/explore/compounds/NPA017498
NPA017499,Cycloarthropsone,243.0628,159.1043,M+Na,https://www.npatlas.org/explore/compounds/NPA017499
NPA017500,Quaesitic acid,509.0326,204.685,M+Na,https://www.npatlas.org/explore/compounds/NPA017500
NPA017501,Chaetoglobosin C,551.2516,231.65692,M+Na,https://www.npatlas.org/explore/compounds/NPA017501
NPA017503,Russulfoen,289.141,169.55542,M+Na,https://www.npatlas.org/explore/compounds/NPA017503
NPA017504,Not named,311.2345,189.84532,M+Na,https://www.npatlas.org/explore/compounds/NPA017504
NPA017505,Trans-3-methyldodec-cis-6-en-4-olide,233.1512,166.49922,M+Na,https://www.npatlas.org/explore/compounds/NPA017505
NPA017506,Hebevinoside V,873.4971,300.81253,M+Na,https://www.npatlas.org/explore/compounds/NPA017506
NPA017507,WS75624 B,403.1298,208.36162,M+Na,https://www.npatlas.org/explore/compounds/NPA017507
NPA017508,1-O-acetylterricolyne,257.0784,156.6153,M+Na,https://www.npatlas.org/explore/compounds/NPA017508
NPA017509,Parnafungin C,488.0952,208.33984,M+Na,https://www.npatlas.org/explore/compounds/NPA017509
NPA017510,3-epi-Sulphostin,295.0236,159.38155,M+Na,https://www.npatlas.org/explore/compounds/NPA017510
NPA017511,Diplobifuranylone A,221.0784,157.86269,M+Na,https://www.npatlas.org/explore/compounds/NPA017511
NPA017512,9-oxostrobilurin K,481.2197,217.87994,M+Na,https://www.npatlas.org/explore/compounds/NPA017512
NPA017513,Hericenone J,339.1567,183.469,M+Na,https://www.npatlas.org/explore/compounds/NPA017513
NPA017514,Epicoccin S,521.0481,212.56435,M+Na,https://www.npatlas.org/explore/compounds/NPA017514
NPA017515,Cytochalasin V,556.2306,241.3557,M+Na,https://www.npatlas.org/explore/compounds/NPA017515
NPA017516,Hapalindolinone A,375.1234,182.05156,M+Na,https://www.npatlas.org/explore/compounds/NPA017516
NPA017517,Naphthablin,535.2302,224.4138,M+Na,https://www.npatlas.org/explore/compounds/NPA017517
NPA017518,Austrovenetin,551.1312,222.15508,M+Na,https://www.npatlas.org/explore/compounds/NPA017518
NPA017519,N-[2-(4-hydroxyphenyl)-2-oxoethyl]butanamide,244.0944,159.71274,M+Na,https://www.npatlas.org/explore/compounds/NPA017519
NPA017520,Fusaperazine A,335.0494,171.92711,M+Na,https://www.npatlas.org/explore/compounds/NPA017520
NPA017521,BCA 11,403.2455,199.52,M+Na,https://www.npatlas.org/explore/compounds/NPA017521
NPA017522,"2,8-dichlororugulovasine A",359.0324,197.45107,M+Na,https://www.npatlas.org/explore/compounds/NPA017522
NPA017523,Clostrubin B,599.1524,240.67986,M+Na,https://www.npatlas.org/explore/compounds/NPA017523
NPA017524,Conoideocrellide A,780.3215,265.67816,M+Na,https://www.npatlas.org/explore/compounds/NPA017524
NPA017525,Colossolactone E,545.2873,231.07733,M+Na,https://www.npatlas.org/explore/compounds/NPA017525
NPA017526,Arthrosporol B,415.2091,216.77286,M+Na,https://www.npatlas.org/explore/compounds/NPA017526
NPA017527,"CJ-21,164",775.1764,263.97232,M+Na,https://www.npatlas.org/explore/compounds/NPA017527
NPA017528,Trichothecinol B,357.1672,187.2741,M+Na,https://www.npatlas.org/explore/compounds/NPA017528
NPA017529,Rubropunctatine,377.1359,207.5253,M+Na,https://www.npatlas.org/explore/compounds/NPA017529
NPA017530,GEODIN,420.9852,204.08879,M+Na,https://www.npatlas.org/explore/compounds/NPA017530
NPA017531,"2-(hept-5-enyl)-3-methyl-4-oxo-6,7,8,8a-tetrahydro-4H-pyrrolo[2,1-b]-1,3-oxazine",272.1621,173.37457,M+Na,https://www.npatlas.org/explore/compounds/NPA017531
NPA017532,Jiangxienone,463.2819,218.20787,M+Na,https://www.npatlas.org/explore/compounds/NPA017532
NPA017533,Emericellolide C,568.2517,227.5753,M+Na,https://www.npatlas.org/explore/compounds/NPA017533
NPA017534,5-desoxyilludosin,259.1668,171.11398,M+Na,https://www.npatlas.org/explore/compounds/NPA017534
NPA017536,Yaequinolone J2,472.2094,223.10832,M+Na,https://www.npatlas.org/explore/compounds/NPA017536
NPA017537,Paradictyoarthrin B,359.0737,190.23949,M+Na,https://www.npatlas.org/explore/compounds/NPA017537
NPA017538,Trienomycin A,645.351,262.77707,M+Na,https://www.npatlas.org/explore/compounds/NPA017538
NPA017539,Malformin B1b,552.2285,229.92018,M+Na,https://www.npatlas.org/explore/compounds/NPA017539
NPA017540,Pesudocyclocitrinol A,423.2506,206.63046,M+Na,https://www.npatlas.org/explore/compounds/NPA017540
NPA017541,(-)-Caprazamycin F,1140.5422,332.7073,M+Na,https://www.npatlas.org/explore/compounds/NPA017541
NPA017542,(-)-applanatumol W,341.0995,180.33705,M+Na,https://www.npatlas.org/explore/compounds/NPA017542
NPA017544,(+)-applanatumol W,341.0995,181.1042,M+Na,https://www.npatlas.org/explore/compounds/NPA017544
NPA017545,Nocarbenzoxazole A,335.0638,178.2145,M+Na,https://www.npatlas.org/explore/compounds/NPA017545
NPA017546,Volucrisporin,315.0628,181.40144,M+Na,https://www.npatlas.org/explore/compounds/NPA017546
NPA017547,Sydowic acid,287.1254,172.71779,M+Na,https://www.npatlas.org/explore/compounds/NPA017547
NPA017548,Blennione,371.0486,184.8242,M+Na,https://www.npatlas.org/explore/compounds/NPA017548
NPA017549,Dihydroaltenuene B,317.0995,182.84947,M+Na,https://www.npatlas.org/explore/compounds/NPA017549
NPA017550,Globosumone A,273.0733,169.10622,M+Na,https://www.npatlas.org/explore/compounds/NPA017550
NPA017551,Malacosterone,519.2928,221.25967,M+Na,https://www.npatlas.org/explore/compounds/NPA017551
NPA017552,Applanatine C,301.1774,176.2962,M+Na,https://www.npatlas.org/explore/compounds/NPA017552
NPA017553,Not named,345.1097,192.78941,M+Na,https://www.npatlas.org/explore/compounds/NPA017553
NPA017554,Mycotrienin II,661.3459,265.75607,M+Na,https://www.npatlas.org/explore/compounds/NPA017554
NPA017555,Simplicilliumtide C,470.2625,213.24113,M+Na,https://www.npatlas.org/explore/compounds/NPA017555
NPA017556,Unguisin B,747.4164,265.95343,M+Na,https://www.npatlas.org/explore/compounds/NPA017556
NPA017557,FR901451,1292.5558,343.0796,M+Na,https://www.npatlas.org/explore/compounds/NPA017557
NPA017558,4-O-methylarmillaridin,485.1701,217.58807,M+Na,https://www.npatlas.org/explore/compounds/NPA017558
NPA017559,Laingolide A,360.2509,199.63287,M+Na,https://www.npatlas.org/explore/compounds/NPA017559
NPA017560,"Isobongkrekic acid,",509.251,226.8759,M+Na,https://www.npatlas.org/explore/compounds/NPA017560
NPA017561,Applanoxidic acid A,535.2666,235.52737,M+Na,https://www.npatlas.org/explore/compounds/NPA017561
NPA017562,WS-30581A,249.0998,164.2777,M+Na,https://www.npatlas.org/explore/compounds/NPA017562
NPA017563,Cyclodysidin C,1056.5336,306.2797,M+Na,https://www.npatlas.org/explore/compounds/NPA017563
NPA017564,Cordycepol A,259.1668,161.28954,M+Na,https://www.npatlas.org/explore/compounds/NPA017564
NPA017565,Fumonisin b6,744.3777,270.35815,M+Na,https://www.npatlas.org/explore/compounds/NPA017565
NPA017566,Disorazole-E2,797.362,287.4904,M+Na,https://www.npatlas.org/explore/compounds/NPA017566
NPA017567,Decaspirone C,361.1046,191.98546,M+Na,https://www.npatlas.org/explore/compounds/NPA017567
NPA017568,(+)-applanatumol R,347.1101,186.0444,M+Na,https://www.npatlas.org/explore/compounds/NPA017568
NPA017569,Glucosylsucrose derivative 2,689.2111,230.32384,M+Na,https://www.npatlas.org/explore/compounds/NPA017569
NPA017570,PA-789-80,111.0205,128.93703,M+Na,https://www.npatlas.org/explore/compounds/NPA017570
NPA017571,Pseudoalterobactin B,1128.3874,308.83298,M+Na,https://www.npatlas.org/explore/compounds/NPA017571
NPA017572,Ro09-1544,301.1774,184.20589,M+Na,https://www.npatlas.org/explore/compounds/NPA017572
NPA017573,"1α-chloro-2β-hydroxyeremophil-7(11),9-dien-8-one",291.1122,174.9666,M+Na,https://www.npatlas.org/explore/compounds/NPA017573
NPA017574,Pargamicin A,739.3749,258.8185,M+Na,https://www.npatlas.org/explore/compounds/NPA017574
NPA017575,Grenadadiene,437.1298,202.1924,M+Na,https://www.npatlas.org/explore/compounds/NPA017575
NPA017576,Thalassospiramide B2,1024.5577,300.35364,M+Na,https://www.npatlas.org/explore/compounds/NPA017576
NPA017577,Prenyl-β-elemene,295.2396,187.12056,M+Na,https://www.npatlas.org/explore/compounds/NPA017577
NPA017578,10'-oxorelgro,343.1516,182.83746,M+Na,https://www.npatlas.org/explore/compounds/NPA017578
NPA017579,(-)-ethyl nonactate,253.141,173.09828,M+Na,https://www.npatlas.org/explore/compounds/NPA017579
NPA017580,5-hydroxydihydrofusarubin C,333.0945,183.10667,M+Na,https://www.npatlas.org/explore/compounds/NPA017580
NPA017581,Terrelactone A,491.1676,215.90414,M+Na,https://www.npatlas.org/explore/compounds/NPA017581
NPA017582,δ-rubromycin,529.0741,216.54152,M+Na,https://www.npatlas.org/explore/compounds/NPA017582
NPA017583,Pleurospiroketal A,305.1359,183.99887,M+Na,https://www.npatlas.org/explore/compounds/NPA017583
NPA017584,Salinamide A,1042.4744,312.7592,M+Na,https://www.npatlas.org/explore/compounds/NPA017584
NPA017585,Myrrhlalkyldiol,261.1825,164.94446,M+Na,https://www.npatlas.org/explore/compounds/NPA017585
NPA017586,Microphycin AL828,851.4274,283.10056,M+Na,https://www.npatlas.org/explore/compounds/NPA017586
NPA017587,"(-)-(2R,3R,4aR)-altenuene-2-acetoxy ester",357.0945,187.98248,M+Na,https://www.npatlas.org/explore/compounds/NPA017587
NPA017588,Rubasperone B,593.1418,244.23848,M+Na,https://www.npatlas.org/explore/compounds/NPA017588
NPA017589,Desotamide B,705.3694,261.88007,M+Na,https://www.npatlas.org/explore/compounds/NPA017589
NPA017590,Barceloneic acid C,325.0682,176.57368,M+Na,https://www.npatlas.org/explore/compounds/NPA017590
NPA017591,Sterenin F,423.1414,199.01138,M+Na,https://www.npatlas.org/explore/compounds/NPA017591
NPA017592,"1,20-diamino-4,8,12,17-tetra-azaeicosane",339.3206,176.68062,M+Na,https://www.npatlas.org/explore/compounds/NPA017592
NPA017593,Fasciculic acid C,732.4293,256.5046,M+Na,https://www.npatlas.org/explore/compounds/NPA017593
NPA017594,7-iso-cucurbic acid,235.1304,159.67932,M+Na,https://www.npatlas.org/explore/compounds/NPA017594
NPA017595,Thienodolin,272.986,159.18716,M+Na,https://www.npatlas.org/explore/compounds/NPA017595
NPA017596,Aeruginazole DA1304,1327.4457,347.80066,M+Na,https://www.npatlas.org/explore/compounds/NPA017596
NPA017597,Clonostachysin A,1032.6468,307.72336,M+Na,https://www.npatlas.org/explore/compounds/NPA017597
NPA017598,Brocazine F,445.0498,199.61484,M+Na,https://www.npatlas.org/explore/compounds/NPA017598
NPA017599,Acrodontiolamide,345.0015,182.30447,M+Na,https://www.npatlas.org/explore/compounds/NPA017599
NPA017600,Durhamycin B,1177.5037,328.23535,M+Na,https://www.npatlas.org/explore/compounds/NPA017600
NPA017601,"(2R,3S,4R)-Nβ-acetylstreptothricin D",823.4397,274.17502,M+Na,https://www.npatlas.org/explore/compounds/NPA017601
NPA017602,6-epi-stephacidin A,454.2101,212.20166,M+Na,https://www.npatlas.org/explore/compounds/NPA017602
NPA017604,PM181110,441.1488,203.46692,M+Na,https://www.npatlas.org/explore/compounds/NPA017604
NPA017605,Kistamicin A,1193.3054,334.1659,M+Na,https://www.npatlas.org/explore/compounds/NPA017605
NPA017606,Not named,599.2516,240.64131,M+Na,https://www.npatlas.org/explore/compounds/NPA017606
NPA017607,EI-1625-2,519.2102,222.9682,M+Na,https://www.npatlas.org/explore/compounds/NPA017607
NPA017608,Ubiquinone-40,749.5479,261.89966,M+Na,https://www.npatlas.org/explore/compounds/NPA017608
NPA017609,Conidiogenone,327.2294,188.15721,M+Na,https://www.npatlas.org/explore/compounds/NPA017609
NPA017610,Truncateol K,335.102,179.90623,M+Na,https://www.npatlas.org/explore/compounds/NPA017610
NPA017611,Thomimarine B,275.1617,164.17949,M+Na,https://www.npatlas.org/explore/compounds/NPA017611
NPA017612,Ganoderlactone E,495.2353,232.06837,M+Na,https://www.npatlas.org/explore/compounds/NPA017612
NPA017613,"(+)-6-Hydroxysporotricale, open form",459.2353,217.80942,M+Na,https://www.npatlas.org/explore/compounds/NPA017613
NPA017614,"S,R,R-cyclo(Ala, OHPro)",207.074,151.28847,M+Na,https://www.npatlas.org/explore/compounds/NPA017614
NPA017615,Brevione K,457.1985,212.99422,M+Na,https://www.npatlas.org/explore/compounds/NPA017615
NPA017616,Kipukasin G,445.1217,203.12215,M+Na,https://www.npatlas.org/explore/compounds/NPA017616
NPA017617,Alterporriol L,625.1316,234.17398,M+Na,https://www.npatlas.org/explore/compounds/NPA017617
NPA017618,FR-900482,344.0853,182.40659,M+Na,https://www.npatlas.org/explore/compounds/NPA017618
NPA017619,LI-F05a,919.5587,312.1299,M+Na,https://www.npatlas.org/explore/compounds/NPA017619
NPA017620,Rubropunctamine,376.1519,210.65462,M+Na,https://www.npatlas.org/explore/compounds/NPA017620
NPA017621,Macrophin,375.105,183.67331,M+Na,https://www.npatlas.org/explore/compounds/NPA017621
NPA017622,Diasteltoxin C,859.3875,275.05716,M+Na,https://www.npatlas.org/explore/compounds/NPA017622
NPA017623,Chrodrimanin H,451.2091,212.63666,M+Na,https://www.npatlas.org/explore/compounds/NPA017623
NPA017624,Cryptophycin-29,647.2494,262.82367,M+Na,https://www.npatlas.org/explore/compounds/NPA017624
NPA017625,Gabosine D,239.0526,151.06386,M+Na,https://www.npatlas.org/explore/compounds/NPA017625
NPA017626,5′-hydroxypenisimplicissin,341.0632,191.34975,M+Na,https://www.npatlas.org/explore/compounds/NPA017626
NPA017627,Concanamycin E,860.4767,288.81613,M+Na,https://www.npatlas.org/explore/compounds/NPA017627
