NPAID,Name,m/z,CCS,Adduct
NPA019453,N-Acetyldaunomycin,567.1751,254.06877,M-2H
NPA019454,Variecolol,368.2726,234.76183,M-2H
NPA019455,"(1S)-(3-Ethenylphenyl)-1,2-ethanediol",162.0691,169.97711,M-2H
NPA019456,Aspereline H,976.5968,346.99646,M-2H
NPA019457,4-Hydroxysattabacin,220.111,188.33527,M-2H
NPA019458,Saccharosacrin A,1237.6771,381.05902,M-2H
NPA019459,Carquinostatin B,351.1481,230.51599,M-2H
NPA019460,Prototenellin A,351.1481,223.97911,M-2H
NPA019461,Isochromophilone IX,473.1616,237.8024,M-2H
NPA019462,Parnafungin D,477.0706,239.8131,M-2H
NPA019463,Karalicin,282.1114,194.94075,M-2H
NPA019464,Monascuskaodione,396.1947,242.05847,M-2H
NPA019465,Phomodiol,264.1736,200.00029,M-2H
NPA019466,2-Isopropyl-5-isobutylpyrazine,176.1324,178.61975,M-2H
NPA019467,9-methylstreptimidone,305.1638,212.92574,M-2H
NPA019468,Actinopyrone D,398.2468,243.09103,M-2H
NPA019469,Deschloro 12-epi-fischerindole I nitrile,300.1637,209.3025,M-2H
NPA019470,11-deoxylandomycinone,320.0695,211.84593,M-2H
NPA019471,Divanchrobactin,774.2943,292.1392,M-2H
NPA019472,Antrocinnamomin C,244.0746,193.771,M-2H
NPA019473,Trisorbicillinone C,758.2949,295.55695,M-2H
NPA019474,Not named,374.1277,219.68904,M-2H
NPA019475,Phellifuropyranone A,376.0594,221.97847,M-2H
NPA019476,15-deoxyoxalicine B,501.2162,254.60085,M-2H
NPA019477,Pseudodestruxin B,667.3955,289.29175,M-2H
NPA019478,Peniciaculin A,462.2417,247.89275,M-2H
NPA019479,Eremoxylarin A,468.2522,245.38745,M-2H
NPA019480,Peaurantiogriseol E,262.1579,198.75473,M-2H
NPA019481,Neocyclocitrinol C,398.2468,237.43056,M-2H
NPA019482,"3,8-dihydroxy-3-methylisochroman-1-one",192.0433,176.47151,M-2H
NPA019483,Apotrisporol C,248.1423,193.80392,M-2H
NPA019484,AnhydroSEK4b,298.0488,199.74953,M-2H
NPA019486,Argyrin A,822.2918,307.9644,M-2H
NPA019487,Blazeispirol F,384.2311,242.15233,M-2H
NPA019488,Fradcarbazole A,662.2111,284.02914,M-2H
NPA019489,((6Z)-Adda3)Nodularin,822.4286,307.38,M-2H
NPA019490,Dehydrotumulosic acid,482.3407,256.60745,M-2H
NPA019491,Rakicidin A,604.3847,284.3762,M-2H
NPA019492,(7S)-(+)-7-O-methylsydonol,264.1736,196.58879,M-2H
NPA019493,Sterostrein T,472.226,253.98668,M-2H
NPA019494,Landomycin T,1050.4471,345.13058,M-2H
NPA019495,Xylarugosin,410.1376,231.07576,M-2H
NPA019496,Geopyxin D,346.1791,210.49236,M-2H
NPA019497,"7α,8α-dihydroxy-3,5-decadien-10-olide",196.0746,183.03987,M-2H
NPA019498,15alpha-Acetyl-dehydrosulphurenic acid,568.3411,265.60928,M-2H
NPA019499,7-O-succinyl macrolactin F,500.2421,251.74931,M-2H
NPA019500,Not named,338.0437,216.79498,M-2H
NPA019501,Daldinone F,336.1008,211.58398,M-2H
NPA019502,Apramide A,974.5674,340.86526,M-2H
NPA019503,Nidulalin B,300.0644,203.93459,M-2H
NPA019504,Isoterrein,152.0484,169.7058,M-2H
NPA019505,CP-412065,428.2209,233.19434,M-2H
NPA019506,"6β,12-dihydroxytremulene",236.1787,191.33199,M-2H
NPA019507,(7S)-(−)-10-hydroxysydonic acid,280.1321,197.68977,M-2H
NPA019508,Virescenoside R,642.3262,272.72556,M-2H
NPA019509,Hypomurocin B-2,1731.0305,441.20572,M-2H
NPA019510,Conidiogenone E,300.21,214.20041,M-2H
NPA019511,Saprolmycin B,706.2272,284.87335,M-2H
NPA019512,"(3R)-3-hydroxymethyl-8-hydroxyl-3,4-dihydroisocoumarin",192.0433,175.99046,M-2H
NPA019513,Himeic acid F,318.159,214.88785,M-2H
NPA019514,"[(2S)-2,3-dihydroxypropyl] (2E,4E,8E,13S)-13-hydroxytetradeca-2,4,8-trienoate",310.1791,202.3368,M-2H
NPA019515,Phycodioic acid,196.0746,177.44496,M-2H
NPA019516,Shengjimycin D,924.5205,320.66223,M-2H
NPA019517,Botryaloic acid acetate,324.1583,213.80244,M-2H
NPA019518,Elaiomycin H,257.175,190.20541,M-2H
NPA019519,Bafilomycin C1-amide,717.4099,296.19864,M-2H
NPA019520,Strobilol L,266.1529,193.08916,M-2H
NPA019521,Cystargolide B,354.1801,225.2635,M-2H
NPA019522,Hawaiinolide C,330.1842,219.88945,M-2H
NPA019523,(-)-7-Geranylindolactam V,435.2896,237.48174,M-2H
NPA019524,Oscillapeptilide 97-A,1043.5338,340.48016,M-2H
NPA019525,Splenocin I,572.1805,259.25336,M-2H
NPA019526,L-β-(5-hydroxy-2-pyridyl)alanine,180.0545,174.76175,M-2H
NPA019527,Phomoxide,250.1216,198.35403,M-2H
NPA019528,Muscarinic receptor antagonist 2,367.2706,218.16121,M-2H
NPA019529,Coibanol C,288.1372,201.459,M-2H
NPA019530,Samroiyotmycin A,520.2584,262.46854,M-2H
NPA019531,Corollosporine,248.1059,199.75243,M-2H
NPA019532,Rubiginosic acid,236.1787,200.08238,M-2H
NPA019533,Polluxochrin,692.121,283.0253,M-2H
NPA019534,MKN-004B,184.111,180.92722,M-2H
NPA019535,Xeromphalinone B,244.111,199.81981,M-2H
NPA019536,Zorbamycin B,1393.515,386.01688,M-2H
NPA019537,Jiangrine E,220.1222,182.7371,M-2H
NPA019538,Aigialomycin F,396.1431,228.0731,M-2H
NPA019539,Bendigole E,370.2155,226.9165,M-2H
NPA019540,Mairetolide F,264.1372,197.89,M-2H
NPA019541,Versicamide G,459.1805,260.9283,M-2H
NPA019542,Terezine C,320.1383,208.27603,M-2H
NPA019543,Aeruginosin 103-A,678.3388,284.9287,M-2H
NPA019544,27-deoxylyngbyabellin A,672.162,281.5837,M-2H
NPA019545,Berninamycin C,1074.3049,348.0165,M-2H
NPA019546,1-Hydroxy-D-788-7,529.1595,259.88358,M-2H
NPA019547,Russuphelin C,459.9085,226.53343,M-2H
NPA019548,Sequoiamonascin A,416.1846,242.96626,M-2H
NPA019549,Antrocinnamomin A,369.1587,231.43237,M-2H
NPA019550,8-deoxyophiobolin J,382.2518,232.20473,M-2H
NPA019551,"(22E)-23-methylergosta-5, 7-22-trien-3β-ol",408.3403,240.25117,M-2H
NPA019552,Benvitimod,252.1161,198.38216,M-2H
NPA019553,Dermacozine I,384.1233,223.32542,M-2H
NPA019554,Aigialomycin G tautomer,396.1431,226.6539,M-2H
NPA019555,Oosporein,304.023,199.97926,M-2H
NPA019556,Desmethyl dermoquinone,310.0488,201.85042,M-2H
NPA019557,Z-coniosclerodinol,342.075,207.87819,M-2H
NPA019558,Botryosphaerihydrofuran,216.1161,192.65416,M-2H
NPA019559,Elmonin,318.0903,221.79549,M-2H
NPA019560,Not named,542.289,243.52808,M-2H
NPA019561,Caerulomycinonitril,209.06,174.02304,M-2H
NPA019562,Malformin B2,513.209,249.73131,M-2H
NPA019563,1-vinyl-β-carboline-3-carboxylic acid,236.0596,184.56642,M-2H
NPA019564,(-)-applanatumol P,334.1063,208.12627,M-2H
NPA019565,Oblongolide M,320.1634,207.05829,M-2H
NPA019566,Aspergiloid G,310.1579,214.46072,M-2H
NPA019567,Isolactarorufin,306.1478,207.14865,M-2H
NPA019568,Penicillinolide A,270.1478,201.07144,M-2H
NPA019569,Micropeptin 88-N,1060.5491,349.63943,M-2H
NPA019570,Bicycloalternarene E,376.1896,220.67244,M-2H
NPA019571,Emericellene C,384.2675,225.19695,M-2H
NPA019572,Penicisochroman H,258.0903,201.30733,M-2H
NPA019573,Brassicicene B,348.2311,224.2744,M-2H
NPA019574,Bromodichloromethane,159.8493,153.20175,M-2H
NPA019575,Diaportinol,264.0644,187.48709,M-2H
NPA019576,Colisporifungin,900.4756,341.51978,M-2H
NPA019577,Cryptoporic acid A,408.2159,227.60872,M-2H
NPA019578,Libertellenone F,328.1685,212.16824,M-2H
NPA019579,Armochaetoglobin P,509.2689,254.36238,M-2H
NPA019580,Teromycin 2,886.415,324.56168,M-2H
NPA019581,Not named,530.3982,268.2303,M-2H
NPA019582,2-amino-8-benzoyl-6-hydroxyphenoxazin-3-one,330.0651,215.13792,M-2H
NPA019583,"(2R,3S,3′R)-2-hydroxyadonixanthin",596.3876,291.7978,M-2H
NPA019584,SCB3,256.1685,199.50269,M-2H
NPA019586,Myxochromide S2,734.4014,303.26096,M-2H
NPA019587,Dermocanarin 5,586.1849,270.8796,M-2H
NPA019588,Dalienxanthone A,402.0961,223.2311,M-2H
NPA019589,Pregaliellalactone C,154.064,169.4322,M-2H
NPA019591,(-)-lingzhiol,288.0644,199.09563,M-2H
NPA019592,Ro09-1543,377.2213,225.41139,M-2H
NPA019593,Fijimycin A,876.4392,311.18588,M-2H
NPA019594,Annularin D,180.0797,174.89955,M-2H
NPA019595,Cryptophycin-17,622.2456,282.78464,M-2H
NPA019596,Glucolipsin B,900.6185,330.4747,M-2H
NPA019597,YM-202204,644.3935,284.89777,M-2H
NPA019598,Seimatoxanthone A,300.0644,204.83318,M-2H
NPA019599,Neosartorin,678.1595,277.92715,M-2H
NPA019600,Lipocarbazole A3,431.3199,250.37279,M-2H
NPA019601,3-(2′-(4′-hydroxyphenyl)acetoxy)-2S-methylpropanoic acid,236.0695,185.49391,M-2H
NPA019602,Not named,383.2107,227.1318,M-2H
NPA019603,"(4-Hydroxy-3,5-dinitrophenyl)propionic acid",254.0186,177.27368,M-2H
NPA019604,3-[3-hydroxy-5-(hydroxymethyl)phenoxy]-5-methylphenol,244.0746,189.32304,M-2H
NPA019605,"2-(4-Hydroxy-3,5-dinitrophenyl)-ethyl chloride",243.9897,173.62914,M-2H
NPA019606,Apersitin,265.1325,198.0359,M-2H
NPA019607,"1′,5-dimethoxy-3,5′-dimethyl-2,3′- oxybiphenyl-1,2′-diol",288.1008,203.70396,M-2H
NPA019608,Diastovaricin II,830.3095,318.26794,M-2H
NPA019609,"(-)-(7S,9S,10R)-3,9,12-trihydroxycalamenene",248.1423,194.54019,M-2H
NPA019610,2-acetylquinazolin-4 (3H)-one,186.044,168.80406,M-2H
NPA019611,Nocapyrone C,280.1685,201.94318,M-2H
NPA019612,Pestalotin 4′-O-methyl-β-mannopyranoside,388.1744,223.3569,M-2H
NPA019613,Malformin A1,527.2247,257.06113,M-2H
NPA019614,GGL.2,862.5664,318.83847,M-2H
NPA019615,Brasilinolide A,1164.6302,366.87375,M-2H
NPA019616,Phellinstatin,732.1126,293.5953,M-2H
NPA019617,Acremine H,240.1008,187.55453,M-2H
NPA019618,Exserolide C,306.1114,215.38292,M-2H
NPA019619,Rabelomycin,336.0644,210.25288,M-2H
NPA019620,Milbemycin β10,572.336,268.9613,M-2H
NPA019621,"(4S,5R)-4,5-Dihydroxy-3-methoxy-5-methylcyclohex-2-enone",170.059,170.47496,M-2H
NPA019622,F-11334-A3,192.0797,178.00746,M-2H
NPA019623,Connatusin B,264.1372,204.10641,M-2H
NPA019624,Streptocarbazole A,479.1492,238.22356,M-2H
NPA019625,Cyclo(D-6-Hyp-L-Phe),258.1015,192.9708,M-2H
NPA019626,Erinacerin J,347.1379,208.87477,M-2H
NPA019627,Aspernolide B,440.1482,234.40007,M-2H
NPA019628,13-N-demethylmethylpendolmycin,367.227,224.5863,M-2H
NPA019629,Tremulenolide A,232.1474,197.32146,M-2H
NPA019630,Falconensin B,482.091,245.15324,M-2H
NPA019631,Pseudaboydin B,246.1266,197.10272,M-2H
NPA019632,Cylindrocyclin A,945.6637,324.39993,M-2H
NPA019633,Trichoaurantianolide C,346.1791,211.8843,M-2H
NPA019634,Cytochalasin Z28,505.2475,256.96753,M-2H
NPA019635,Myrocin D,342.1478,214.34291,M-2H
NPA019636,"2,4,5-trihydroxy-3-methoxy-4-methoxycarbonyl-5-methyl-2-cyclopenten-1-one",230.0437,180.2665,M-2H
NPA019637,Fusarine,243.0906,187.437,M-2H
NPA019638,Dictyonamide A,1270.7911,401.53607,M-2H
NPA019639,Clavulanic acid,197.0335,178.67024,M-2H
NPA019640,Iromycin E,317.2001,216.13716,M-2H
NPA019641,Oxanthroquinone,310.0488,204.92534,M-2H
NPA019642,"9,10-dehydrofusaric acid methyl ester",189.08,178.89407,M-2H
NPA019643,Vaccinol I,288.1372,202.98149,M-2H
NPA019644,Menisporopsin A,796.2589,302.5425,M-2H
NPA019645,Phyllostictine D,337.1536,222.79869,M-2H
NPA019646,3-Methoxydocosanoic acid,368.3301,223.84863,M-2H
NPA019647,Not named,560.2057,267.66342,M-2H
NPA019648,Blennolide G,636.149,277.0512,M-2H
NPA019649,2-heptyl-3-hydroxy-4-quinolone,257.1426,198.79967,M-2H
NPA019650,Parasperone A,272.0331,188.95934,M-2H
NPA019651,Cytochalasin H,491.2682,260.21213,M-2H
NPA019652,Chloropupukeananin,640.1722,263.49268,M-2H
NPA019653,"8,9-epibotrydial",308.1634,206.42548,M-2H
NPA019654,Inonotusol C,486.3356,247.78563,M-2H
NPA019655,Gliocladin C,382.1076,217.68391,M-2H
NPA019656,Sirodesmin H,452.1264,243.47105,M-2H
NPA019657,Phenalinolactone D,697.3473,286.2678,M-2H
NPA019658,Cyclo[N-(Lys-Phe)-Orn-Val],486.2965,240.27763,M-2H
NPA019659,"25α-hydroxyergosta-7,22-dien-3-one",410.3195,235.35156,M-2H
NPA019660,"3beta,7beta,20,23xi-Tetrahydroxy-11,15-D",532.3047,255.26488,M-2H
NPA019661,Fusacandin B,870.3532,302.5106,M-2H
NPA019662,Not named,421.084,234.145,M-2H
NPA019663,Schizopeptin 791,789.4436,314.66934,M-2H
NPA019664,Peyronellin B,468.2522,252.02052,M-2H
NPA019665,Penochalasin E,528.2635,261.0674,M-2H
NPA019666,SNF4435C,475.2005,253.8667,M-2H
NPA019667,8-Chloro-11-hydroxy-1-methoxycarbonyl-9-methylxanthone,316.0149,205.84872,M-2H
NPA019668,Amicenomycin A,828.3579,307.74057,M-2H
NPA019669,"(Z)-2-(1,5-dihydroxypent-2-en-2-yl)-3-(hydroxymethyl)cyclopent-2-enone",210.0903,182.92574,M-2H
NPA019670,25-hydroxyporicoic acid C,496.3199,248.26917,M-2H
NPA019671,Isoquinocycline B,614.1911,270.2397,M-2H
NPA019672,Sphingofungin B,387.2631,233.13693,M-2H
NPA019673,Aspergillusol B,234.0539,184.40894,M-2H
NPA019674,Not named,495.1904,250.80525,M-2H
NPA019675,Violapyrone G,252.1372,190.72923,M-2H
NPA019676,Granulatin,370.0699,214.41928,M-2H
NPA019677,LL-F28249γ,596.336,278.96744,M-2H
NPA019678,YC-17,451.2944,252.3925,M-2H
NPA019679,"7(E),9(E)-undecandiene-2,4,5-triol",198.1266,183.19344,M-2H
NPA019680,Cytospolide L,310.1791,215.43861,M-2H
NPA019681,Discosiolide,292.1685,219.53029,M-2H
NPA019682,3-hydroxy-N-methylwelwitindolinone C isothiocyanate,426.0815,237.23224,M-2H
NPA019683,Phomochromone A,204.0797,179.59233,M-2H
NPA019684,"12,13-Deoxytrichoverrin B",514.2577,263.88547,M-2H
NPA019686,Parnafungin A2,449.0757,241.43022,M-2H
NPA019687,Not named,286.0852,200.01605,M-2H
NPA019688,Chivosazole D,835.4517,315.49094,M-2H
NPA019689,Spectomycin A2,356.0907,212.79277,M-2H
NPA019690,Oscillaginin B,578.3326,266.18106,M-2H
NPA019691,Naphterpin B,368.127,220.71204,M-2H
NPA019692,Hypsiziprenol-A13,1080.9154,359.50952,M-2H
NPA019693,Mycolactone B,740.4874,313.38934,M-2H
NPA019694,FACTUMYCIN,790.4415,310.4211,M-2H
NPA019695,Cystodienoic acid,350.2104,228.67659,M-2H
NPA019696,Izuminoside C,412.0917,229.0866,M-2H
NPA019697,Simplicilliumtide H,332.1747,210.24022,M-2H
NPA019698,Ganoderenic acid D,510.2628,255.70644,M-2H
NPA019699,N-Acetyl-g-hydroxyvaline lactone,155.0593,167.92763,M-2H
NPA019700,Phomoxin,296.127,205.12218,M-2H
NPA019701,3-epi-welwitindolinone B isothiocyanate,412.1023,239.72964,M-2H
NPA019702,Bacillusamide B,210.1015,183.32423,M-2H
NPA019703,12- 0-acetylwaraterpol,308.1634,205.20363,M-2H
NPA019704,Tetramethoxyscytonemin,668.2169,297.07715,M-2H
NPA019705,Coniferyl alcohol,178.064,175.20694,M-2H
NPA019706,Dihydroneochinulin B,321.1488,211.00154,M-2H
NPA019707,Hypocrellone A,382.1194,219.79486,M-2H
NPA019708,Solanapyrone A,300.1372,214.4823,M-2H
NPA019709,"(3R,6R)-N-methyl-N-(1-hydroxy-2-methylpropyl)-phenylalanine",277.1325,193.98296,M-2H
NPA019710,8-hydroxysclerosporin,248.1423,195.37074,M-2H
NPA019711,4-Hydroxy-probotryane-1(10)-ene-14-aldeh,248.1423,192.38533,M-2H
NPA019712,Leucotylic acid,472.3563,243.28166,M-2H
NPA019713,Antrocinnamomin E,327.1481,219.8506,M-2H
NPA019714,Sulphureuine D,252.1736,197.17575,M-2H
NPA019715,Penicimonoterpene,242.1165,190.15677,M-2H
NPA019716,Cedarmycin A,238.1216,188.69951,M-2H
NPA019717,Pochonin K,494.099,232.92697,M-2H
NPA019718,Aurachin D,361.2416,216.59337,M-2H
NPA019719,Notoamide K,463.2118,235.5887,M-2H
NPA019720,Fumonisin-C1,705.3582,286.6414,M-2H
NPA019721,NK30424A,624.2727,275.17838,M-2H
NPA019722,γ-Cadinene,202.1732,188.02963,M-2H
NPA019723,Conidiogenone I,318.2205,212.67453,M-2H
NPA019725,Coprinolone,248.1423,201.38463,M-2H
NPA019726,Mer-N5075-A,595.3129,253.16652,M-2H
NPA019727,Syringolide 2,298.1427,214.57445,M-2H
NPA019728,Anteaglonialide D,336.1008,219.1748,M-2H
NPA019729,Not named,252.1008,196.67366,M-2H
NPA019730,2β‐methyltetrahymanol,440.4029,247.9976,M-2H
NPA019731,Convolvulanic acid B,220.0382,178.36107,M-2H
NPA019732,"(1aS,3R,4R,4aR,6S,7R,8aS)-7-Chloro-3,6-dihydroxy-3,4a,8,8-tetramethyl-octahydro-1aH-naphtho[1-b]oxirene-4-carboxylic acid",316.1088,211.47472,M-2H
NPA019733,Chartarlactam F,383.2107,228.70445,M-2H
NPA019735,Terphenolide,384.0856,219.41069,M-2H
NPA019736,Isaridin A,701.3799,290.93347,M-2H
NPA019737,Cladosporin,290.1165,204.6758,M-2H
NPA019738,Kodaistatin A,628.1955,273.9015,M-2H
NPA019739,JBIR-89,224.1059,188.41191,M-2H
NPA019740,Not named,262.0852,190.47679,M-2H
NPA019741,Pamamycin-649A,647.4772,284.46915,M-2H
NPA019742,FD-211,234.0903,188.29953,M-2H
NPA019743,PF1092C,260.1059,194.04884,M-2H
NPA019744,Xanthoquinodin A1,570.1173,263.24948,M-2H
NPA019745,"2,5-cuparadiene-1,4-dione",230.1317,186.53539,M-2H
NPA019746,Pestalotiopsone A,330.1478,221.03508,M-2H
NPA019747,Epothilone A8,477.2196,256.4914,M-2H
NPA019748,6-Hydroxy-4-oxohexyl acetate,172.0746,168.3673,M-2H
NPA019749,Epidechlorogriseofulvin,316.0957,207.67715,M-2H
NPA019750,Malyngamide M,447.2551,251.23598,M-2H
NPA019751,Speciosin Q,182.1317,176.80939,M-2H
NPA019752,Gonytolide C,318.075,204.45604,M-2H
NPA019753,AAL Toxin Td2,545.321,253.61865,M-2H
NPA019754,Ganosinensic acid B,512.2785,250.36522,M-2H
NPA019755,Subpsoromic acid,342.0386,212.28996,M-2H
NPA019756,Poricoic acid CE,508.3563,251.3661,M-2H
NPA019757,Kandenol B,266.1529,196.09273,M-2H
NPA019758,Micromide,901.5146,333.9015,M-2H
NPA019759,Aurantricholide B,308.0331,201.38342,M-2H
NPA019760,Xentrivalpeptide E,823.4854,331.85092,M-2H
NPA019761,3-chloro-4-hydroxyphenylacetamide,183.0098,174.32607,M-2H
NPA019762,Not named,434.1488,239.35152,M-2H
NPA019763,Erythrolic acid D,330.1478,212.2083,M-2H
NPA019764,Thalassospiramide D1,845.4585,322.08527,M-2H
NPA019765,"(-)-(2R,3R,4aR)-altenuene-3-acetoxy ester",332.0907,213.5422,M-2H
NPA019766,Agaridoxin,252.0757,188.52882,M-2H
NPA019767,Viridenomycin,553.2475,262.9196,M-2H
NPA019768,Depsidellin B,590.289,280.28552,M-2H
NPA019769,Oasomycin C,1204.6979,370.01138,M-2H
NPA019770,Chrondramide 8,712.2441,283.97006,M-2H
NPA019771,Daldinone D,350.1165,213.43077,M-2H
NPA019772,Gloeophyllol B,244.1474,192.60777,M-2H
NPA019773,3-methoxyepicoccone B,224.0331,174.64592,M-2H
NPA019774,Thiocoraline,1154.2257,358.6128,M-2H
NPA019775,3'-O-desmethyl-1-epipreussomerin C,380.0543,227.59479,M-2H
NPA019776,Mollicellin N,396.0856,225.58311,M-2H
NPA019777,Cytoglobosin B,528.2635,259.3851,M-2H
NPA019778,Tyromycic acid F,448.2988,249.7923,M-2H
NPA019779,Phomactin H,348.1947,222.61678,M-2H
NPA019780,6'-Desmethylcandidusin B,366.075,218.88283,M-2H
NPA019781,Bilain B,440.145,231.35739,M-2H
NPA019782,"1,2-di(1H-indol-3-yl)ethane",258.1167,192.0971,M-2H
NPA019783,Lokisin,1351.7861,391.56607,M-2H
NPA019784,Clitolactone,143.9989,165.25966,M-2H
NPA019785,"(3R*,5E,7E,9R*,11E,13Z)-1-((3S*,6R*)-2-amino-5-oxo-3,5,6,6-tetrahydrofuro[3,2-b]furan-3-yl)-3,7,9,11-tetramethylheptadeca-5,7,11,13-tetraene-1,2-dione",439.2369,238.21748,M-2H
NPA019786,Vibralactone D,208.111,182.38484,M-2H
NPA019787,"18,18-dibromo-17-octadecene-5,7-diynoic acid methyl ester",427.9997,201.87796,M-2H
NPA019788,Huptremule C,490.2842,256.70102,M-2H
NPA019789,Pestalotiopamide B,255.1117,195.11009,M-2H
NPA019790,Carbazomadurin B,365.2001,231.52686,M-2H
NPA019791,Amidepsine K,480.1067,231.0182,M-2H
NPA019792,Microsphaerone A,431.1591,227.61998,M-2H
NPA019793,Lynamicin D,479.045,245.03204,M-2H
NPA019794,"1,2-diacyl-3-alpha-d-glucuronopyranosyl-sn-glycerol taurineamide",686.4616,299.1793,M-2H
NPA019795,Argimicin B,742.458,297.9052,M-2H
NPA019796,Hyapyrroline B,580.3643,263.66614,M-2H
NPA019797,Tensidol B,341.091,205.22975,M-2H
NPA019798,"(+)-(7S,10S)-3,12-dihydroxycalamenene",232.1474,190.86697,M-2H
NPA019799,Trichorzin HA-1,1659.0094,445.32907,M-2H
NPA019800,Micropeptin HU1041,1039.304,321.6259,M-2H
NPA019801,Penicillenol C1,293.1638,220.09653,M-2H
NPA019802,Limazepine E,270.1015,199.31754,M-2H
NPA019803,"9-(4-aminophenyl)-7-hydroxy-2,4,6-trimethyl-9-oxo-non-2-enoic acid",317.1638,211.42178,M-2H
NPA019804,Lasiojasmonate B,462.2628,247.73492,M-2H
NPA019805,Asterredione,412.107,228.14372,M-2H
NPA019806,QN-Triostin A,1082.4001,362.48438,M-2H
NPA019807,Aspergillitine,237.08,189.25323,M-2H
NPA019808,Patientoside A,446.1223,233.30232,M-2H
NPA019809,Griseoviridin B,489.158,244.34734,M-2H
NPA019810,"3,4-Dihydro-4,8-dihydroxy-6-methoxy-7-methyl-1(2H)-naphthalenone",220.0746,179.41235,M-2H
NPA019811,PAX4',1091.7917,380.51218,M-2H
NPA019812,Phosmidosine,471.1278,235.13383,M-2H
NPA019813,Manumycin D,550.269,255.45097,M-2H
NPA019814,Oblongolide S,252.1372,189.82533,M-2H
NPA019815,Penicidone C,355.1066,221.8546,M-2H
NPA019816,Pradimicin B,706.2021,288.33298,M-2H
NPA019817,Quinolinone B,313.0961,203.7238,M-2H
NPA019818,Flavocristamide A,615.4543,282.21692,M-2H
NPA019819,Aspernolide F,450.1689,238.22899,M-2H
NPA019820,"7 α,12α-Dihydroxy-3-ketocholanic acid",404.2573,226.67755,M-2H
NPA019821,Massetolide B,1151.7064,373.4932,M-2H
NPA019822,3-epi-aureonitol,204.1161,189.62538,M-2H
NPA019823,Ulongamide C,689.2894,280.43924,M-2H
NPA019824,AB023,548.336,258.29153,M-2H
NPA019825,Gerronemin B,382.2155,222.66281,M-2H
NPA019826,Gilvsin A,452.3665,244.73706,M-2H
NPA019827,Cordypyridone B,275.1532,196.47748,M-2H
NPA019828,Hirsutanol D,232.1474,198.26973,M-2H
NPA019829,Cryptophycin-49,622.2456,281.9421,M-2H
NPA019830,"1,5-dihydroxy-2,4,6-trichloro-7-methylxanthone",341.9264,208.34062,M-2H
NPA019831,Multiplolide B,280.0957,203.11198,M-2H
NPA019832,Thioholgamide A,1303.4746,378.80334,M-2H
NPA019833,Comazaphilone B,416.1482,235.22295,M-2H
NPA019834,Corallorazine B,235.1219,187.53459,M-2H
NPA019835,"20,25-dihydroxyaflavinine",435.2784,243.86372,M-2H
NPA019836,"CJ-16,174",325.1325,215.20021,M-2H
NPA019838,Hypomurocin A-3,1172.7543,389.80377,M-2H
NPA019839,Veraguamide K,810.3789,309.44235,M-2H
NPA019840,Monaschromone,206.059,181.766,M-2H
NPA019841,Malolactomycin A,1227.7615,370.81735,M-2H
NPA019842,Arthrosporol A,408.2159,241.48491,M-2H
NPA019843,Madurastatin A3,621.2769,265.64035,M-2H
NPA019844,Inostamycin B,684.4459,294.4705,M-2H
NPA019845,Arylomycin A3,822.4174,319.24435,M-2H
NPA019846,"24-methylenelanost-8-ene-3β,22-diol",454.3821,248.53178,M-2H
NPA019847,Aurantiomide A,370.1652,226.0551,M-2H
NPA019848,Deacetyldemethylanisomycin,207.0906,183.13564,M-2H
NPA019849,Diaporol E,236.1787,187.3455,M-2H
NPA019850,Pyrenocine M,224.1059,188.36606,M-2H
NPA019851,ML-236A,304.1685,200.11226,M-2H
NPA019852,Armillarin,412.1896,229.79274,M-2H
NPA019853,Deoxaphomin C,445.2627,256.19852,M-2H
NPA019854,Marinoquinoline C,256.1011,194.88383,M-2H
NPA019855,Porrigenic acid,308.1998,215.32068,M-2H
NPA019856,Candidusin C,364.0957,224.53535,M-2H
NPA019857,Terretrione C,314.1641,207.53014,M-2H
NPA019858,Not named,248.1423,200.81804,M-2H
NPA019859,Sydowiol A,382.1063,221.85759,M-2H
NPA019860,Petasol,232.1474,193.16315,M-2H
NPA019861,Chlorovulone I,378.1608,225.21646,M-2H
NPA019862,Colossolactone III,480.325,251.87093,M-2H
NPA019863,Chloronatronochrome,380.119,235.50507,M-2H
NPA019864,Gageotetrin A,484.3159,251.80681,M-2H
NPA019865,Torrubiellone C,379.143,236.5209,M-2H
NPA019866,(+)-applanatumol Z2,258.0539,193.30583,M-2H
NPA019867,"2,5-bis(hydroxymethyl)furan monoacetate",168.0433,166.17757,M-2H
NPA019868,Cyanosporaside F,488.1183,252.03194,M-2H
NPA019869,Leprapic acid,350.0801,223.88489,M-2H
NPA019870,Hirsutenol F,292.078,207.1019,M-2H
NPA019871,Oxaloterpin E,329.2365,218.88863,M-2H
NPA019872,Dendrodochol C,236.1423,196.7719,M-2H
NPA019873,Perenniporide B,364.1169,218.06676,M-2H
NPA019874,Cystochromone G,442.273,235.97063,M-2H
NPA019875,"(3S, 3'R)-adonixanthin-β-D-glucoside",726.4506,294.59015,M-2H
NPA019876,Penexanthone B,374.1012,216.34697,M-2H
NPA019877,Catacerebroside C,857.6603,329.7164,M-2H
NPA019878,Tenuiorin,494.1223,240,M-2H
NPA019879,Punctatin F,250.1579,195.49258,M-2H
NPA019880,Stelliosphaerol B,384.2522,229.66562,M-2H
NPA019881,Oxalicine B,517.2111,260.41718,M-2H
